HR,start_time_unix,sampling_rate
49.0,1629130747.0,1.0
79.0,1629130747.0,1.0
80.33,1629130747.0,1.0
77.0,1629130747.0,1.0
73.8,1629130747.0,1.0
70.0,1629130747.0,1.0
68.57,1629130747.0,1.0
70.62,1629130747.0,1.0
72.22,1629130747.0,1.0
73.5,1629130747.0,1.0
74.64,1629130747.0,1.0
75.67,1629130747.0,1.0
76.54,1629130747.0,1.0
77.29,1629130747.0,1.0
77.93,1629130747.0,1.0
78.5,1629130747.0,1.0
79.0,1629130747.0,1.0
79.39,1629130747.0,1.0
79.74,1629130747.0,1.0
80.0,1629130747.0,1.0
80.24,1629130747.0,1.0
80.5,1629130747.0,1.0
80.7,1629130747.0,1.0
80.88,1629130747.0,1.0
80.96,1629130747.0,1.0
81.0,1629130747.0,1.0
81.04,1629130747.0,1.0
81.07,1629130747.0,1.0
81.14,1629130747.0,1.0
81.23,1629130747.0,1.0
81.32,1629130747.0,1.0
81.44,1629130747.0,1.0
81.58,1629130747.0,1.0
81.68,1629130747.0,1.0
81.77,1629130747.0,1.0
81.86,1629130747.0,1.0
81.92,1629130747.0,1.0
82.0,1629130747.0,1.0
82.1,1629130747.0,1.0
82.25,1629130747.0,1.0
82.39,1629130747.0,1.0
82.52,1629130747.0,1.0
82.67,1629130747.0,1.0
82.84,1629130747.0,1.0
83.0,1629130747.0,1.0
83.11,1629130747.0,1.0
83.19,1629130747.0,1.0
83.25,1629130747.0,1.0
83.29,1629130747.0,1.0
83.28,1629130747.0,1.0
83.27,1629130747.0,1.0
83.23,1629130747.0,1.0
83.21,1629130747.0,1.0
83.19,1629130747.0,1.0
83.16,1629130747.0,1.0
83.14,1629130747.0,1.0
83.12,1629130747.0,1.0
83.09,1629130747.0,1.0
83.05,1629130747.0,1.0
83.02,1629130747.0,1.0
83.53,1629130747.0,1.0
83.05,1629130747.0,1.0
83.02,1629130747.0,1.0
83.25,1629130747.0,1.0
83.58,1629130747.0,1.0
84.1,1629130747.0,1.0
84.47,1629130747.0,1.0
84.42,1629130747.0,1.0
84.37,1629130747.0,1.0
84.32,1629130747.0,1.0
84.25,1629130747.0,1.0
84.18,1629130747.0,1.0
84.12,1629130747.0,1.0
84.05,1629130747.0,1.0
84.02,1629130747.0,1.0
83.92,1629130747.0,1.0
83.85,1629130747.0,1.0
83.82,1629130747.0,1.0
83.78,1629130747.0,1.0
83.8,1629130747.0,1.0
83.83,1629130747.0,1.0
83.88,1629130747.0,1.0
83.97,1629130747.0,1.0
84.07,1629130747.0,1.0
84.22,1629130747.0,1.0
84.38,1629130747.0,1.0
84.55,1629130747.0,1.0
84.7,1629130747.0,1.0
84.82,1629130747.0,1.0
84.92,1629130747.0,1.0
85.02,1629130747.0,1.0
85.08,1629130747.0,1.0
85.15,1629130747.0,1.0
85.23,1629130747.0,1.0
85.32,1629130747.0,1.0
85.4,1629130747.0,1.0
85.48,1629130747.0,1.0
85.57,1629130747.0,1.0
85.62,1629130747.0,1.0
85.65,1629130747.0,1.0
85.67,1629130747.0,1.0
85.7,1629130747.0,1.0
85.72,1629130747.0,1.0
85.72,1629130747.0,1.0
85.72,1629130747.0,1.0
85.75,1629130747.0,1.0
85.82,1629130747.0,1.0
85.9,1629130747.0,1.0
85.98,1629130747.0,1.0
86.1,1629130747.0,1.0
86.22,1629130747.0,1.0
86.37,1629130747.0,1.0
86.48,1629130747.0,1.0
86.57,1629130747.0,1.0
86.68,1629130747.0,1.0
86.8,1629130747.0,1.0
86.93,1629130747.0,1.0
87.08,1629130747.0,1.0
87.23,1629130747.0,1.0
87.38,1629130747.0,1.0
87.55,1629130747.0,1.0
87.72,1629130747.0,1.0
87.87,1629130747.0,1.0
88.0,1629130747.0,1.0
88.15,1629130747.0,1.0
88.27,1629130747.0,1.0
88.38,1629130747.0,1.0
88.5,1629130747.0,1.0
88.62,1629130747.0,1.0
88.73,1629130747.0,1.0
88.85,1629130747.0,1.0
88.95,1629130747.0,1.0
89.05,1629130747.0,1.0
89.13,1629130747.0,1.0
89.18,1629130747.0,1.0
89.3,1629130747.0,1.0
89.37,1629130747.0,1.0
89.42,1629130747.0,1.0
89.45,1629130747.0,1.0
89.45,1629130747.0,1.0
89.43,1629130747.0,1.0
89.38,1629130747.0,1.0
89.3,1629130747.0,1.0
89.22,1629130747.0,1.0
89.12,1629130747.0,1.0
89.02,1629130747.0,1.0
88.92,1629130747.0,1.0
88.85,1629130747.0,1.0
88.78,1629130747.0,1.0
88.72,1629130747.0,1.0
88.67,1629130747.0,1.0
88.63,1629130747.0,1.0
88.6,1629130747.0,1.0
88.57,1629130747.0,1.0
