HR,start_time_unix,sampling_rate
58.0,1635111156.0,1.0
58.5,1635111156.0,1.0
58.67,1635111156.0,1.0
71.25,1635111156.0,1.0
70.6,1635111156.0,1.0
72.67,1635111156.0,1.0
73.86,1635111156.0,1.0
75.0,1635111156.0,1.0
76.0,1635111156.0,1.0
77.7,1635111156.0,1.0
79.18,1635111156.0,1.0
80.25,1635111156.0,1.0
81.31,1635111156.0,1.0
82.21,1635111156.0,1.0
83.13,1635111156.0,1.0
83.94,1635111156.0,1.0
84.76,1635111156.0,1.0
85.44,1635111156.0,1.0
86.0,1635111156.0,1.0
86.5,1635111156.0,1.0
86.95,1635111156.0,1.0
87.27,1635111156.0,1.0
87.65,1635111156.0,1.0
87.92,1635111156.0,1.0
88.4,1635111156.0,1.0
88.69,1635111156.0,1.0
89.07,1635111156.0,1.0
89.39,1635111156.0,1.0
89.69,1635111156.0,1.0
89.7,1635111156.0,1.0
89.61,1635111156.0,1.0
89.53,1635111156.0,1.0
89.52,1635111156.0,1.0
89.47,1635111156.0,1.0
89.43,1635111156.0,1.0
89.39,1635111156.0,1.0
89.35,1635111156.0,1.0
89.34,1635111156.0,1.0
89.31,1635111156.0,1.0
89.25,1635111156.0,1.0
88.88,1635111156.0,1.0
88.57,1635111156.0,1.0
88.3,1635111156.0,1.0
88.05,1635111156.0,1.0
87.82,1635111156.0,1.0
87.63,1635111156.0,1.0
87.47,1635111156.0,1.0
87.31,1635111156.0,1.0
87.12,1635111156.0,1.0
86.94,1635111156.0,1.0
86.71,1635111156.0,1.0
86.52,1635111156.0,1.0
86.36,1635111156.0,1.0
86.09,1635111156.0,1.0
85.8,1635111156.0,1.0
85.52,1635111156.0,1.0
85.25,1635111156.0,1.0
84.97,1635111156.0,1.0
84.69,1635111156.0,1.0
84.45,1635111156.0,1.0
84.7,1635111156.0,1.0
84.95,1635111156.0,1.0
85.18,1635111156.0,1.0
84.55,1635111156.0,1.0
84.6,1635111156.0,1.0
84.4,1635111156.0,1.0
84.2,1635111156.0,1.0
83.95,1635111156.0,1.0
83.67,1635111156.0,1.0
83.23,1635111156.0,1.0
82.73,1635111156.0,1.0
82.22,1635111156.0,1.0
81.82,1635111156.0,1.0
81.45,1635111156.0,1.0
81.08,1635111156.0,1.0
80.7,1635111156.0,1.0
80.28,1635111156.0,1.0
79.87,1635111156.0,1.0
79.45,1635111156.0,1.0
79.02,1635111156.0,1.0
78.6,1635111156.0,1.0
78.17,1635111156.0,1.0
77.67,1635111156.0,1.0
77.2,1635111156.0,1.0
76.67,1635111156.0,1.0
76.22,1635111156.0,1.0
75.75,1635111156.0,1.0
75.3,1635111156.0,1.0
74.85,1635111156.0,1.0
74.55,1635111156.0,1.0
74.32,1635111156.0,1.0
74.05,1635111156.0,1.0
73.75,1635111156.0,1.0
73.47,1635111156.0,1.0
73.2,1635111156.0,1.0
72.95,1635111156.0,1.0
72.7,1635111156.0,1.0
72.43,1635111156.0,1.0
72.2,1635111156.0,1.0
72.02,1635111156.0,1.0
72.03,1635111156.0,1.0
72.0,1635111156.0,1.0
71.97,1635111156.0,1.0
71.93,1635111156.0,1.0
71.87,1635111156.0,1.0
71.8,1635111156.0,1.0
71.72,1635111156.0,1.0
71.6,1635111156.0,1.0
71.53,1635111156.0,1.0
71.45,1635111156.0,1.0
71.43,1635111156.0,1.0
71.38,1635111156.0,1.0
71.33,1635111156.0,1.0
71.38,1635111156.0,1.0
71.47,1635111156.0,1.0
71.55,1635111156.0,1.0
71.65,1635111156.0,1.0
71.77,1635111156.0,1.0
71.9,1635111156.0,1.0
72.02,1635111156.0,1.0
72.08,1635111156.0,1.0
72.13,1635111156.0,1.0
72.18,1635111156.0,1.0
72.25,1635111156.0,1.0
72.33,1635111156.0,1.0
72.47,1635111156.0,1.0
72.65,1635111156.0,1.0
72.87,1635111156.0,1.0
73.1,1635111156.0,1.0
73.33,1635111156.0,1.0
73.62,1635111156.0,1.0
73.95,1635111156.0,1.0
74.08,1635111156.0,1.0
74.22,1635111156.0,1.0
74.35,1635111156.0,1.0
74.52,1635111156.0,1.0
74.7,1635111156.0,1.0
74.9,1635111156.0,1.0
75.12,1635111156.0,1.0
75.35,1635111156.0,1.0
75.57,1635111156.0,1.0
75.82,1635111156.0,1.0
76.1,1635111156.0,1.0
76.4,1635111156.0,1.0
76.67,1635111156.0,1.0
76.9,1635111156.0,1.0
77.1,1635111156.0,1.0
77.28,1635111156.0,1.0
77.47,1635111156.0,1.0
77.63,1635111156.0,1.0
77.77,1635111156.0,1.0
77.9,1635111156.0,1.0
78.05,1635111156.0,1.0
78.18,1635111156.0,1.0
78.28,1635111156.0,1.0
78.37,1635111156.0,1.0
78.45,1635111156.0,1.0
78.52,1635111156.0,1.0
78.55,1635111156.0,1.0
78.55,1635111156.0,1.0
78.55,1635111156.0,1.0
78.55,1635111156.0,1.0
78.53,1635111156.0,1.0
78.5,1635111156.0,1.0
78.48,1635111156.0,1.0
78.43,1635111156.0,1.0
78.37,1635111156.0,1.0
78.32,1635111156.0,1.0
78.25,1635111156.0,1.0
78.22,1635111156.0,1.0
78.18,1635111156.0,1.0
78.15,1635111156.0,1.0
78.1,1635111156.0,1.0
78.05,1635111156.0,1.0
78.0,1635111156.0,1.0
77.97,1635111156.0,1.0
77.93,1635111156.0,1.0
77.88,1635111156.0,1.0
77.82,1635111156.0,1.0
77.73,1635111156.0,1.0
77.6,1635111156.0,1.0
77.48,1635111156.0,1.0
77.38,1635111156.0,1.0
77.32,1635111156.0,1.0
77.25,1635111156.0,1.0
77.15,1635111156.0,1.0
77.05,1635111156.0,1.0
