HR,start_time_unix,sampling_rate
66.0,1630810593.0,1.0
66.5,1630810593.0,1.0
68.33,1630810593.0,1.0
69.5,1630810593.0,1.0
68.4,1630810593.0,1.0
67.0,1630810593.0,1.0
68.0,1630810593.0,1.0
68.5,1630810593.0,1.0
68.78,1630810593.0,1.0
69.1,1630810593.0,1.0
69.55,1630810593.0,1.0
70.0,1630810593.0,1.0
70.46,1630810593.0,1.0
71.29,1630810593.0,1.0
71.8,1630810593.0,1.0
72.25,1630810593.0,1.0
72.59,1630810593.0,1.0
72.94,1630810593.0,1.0
73.16,1630810593.0,1.0
73.35,1630810593.0,1.0
73.48,1630810593.0,1.0
73.55,1630810593.0,1.0
73.61,1630810593.0,1.0
73.79,1630810593.0,1.0
73.96,1630810593.0,1.0
74.08,1630810593.0,1.0
74.19,1630810593.0,1.0
74.32,1630810593.0,1.0
74.48,1630810593.0,1.0
74.7,1630810593.0,1.0
74.87,1630810593.0,1.0
74.84,1630810593.0,1.0
74.79,1630810593.0,1.0
74.68,1630810593.0,1.0
74.6,1630810593.0,1.0
74.5,1630810593.0,1.0
74.41,1630810593.0,1.0
74.13,1630810593.0,1.0
73.87,1630810593.0,1.0
73.68,1630810593.0,1.0
73.51,1630810593.0,1.0
73.36,1630810593.0,1.0
73.19,1630810593.0,1.0
73.0,1630810593.0,1.0
72.87,1630810593.0,1.0
72.8,1630810593.0,1.0
72.72,1630810593.0,1.0
72.62,1630810593.0,1.0
72.78,1630810593.0,1.0
72.88,1630810593.0,1.0
72.98,1630810593.0,1.0
73.06,1630810593.0,1.0
73.08,1630810593.0,1.0
73.09,1630810593.0,1.0
73.09,1630810593.0,1.0
73.07,1630810593.0,1.0
73.11,1630810593.0,1.0
73.16,1630810593.0,1.0
73.24,1630810593.0,1.0
73.33,1630810593.0,1.0
73.53,1630810593.0,1.0
73.7,1630810593.0,1.0
73.8,1630810593.0,1.0
73.87,1630810593.0,1.0
74.1,1630810593.0,1.0
74.37,1630810593.0,1.0
74.45,1630810593.0,1.0
74.53,1630810593.0,1.0
74.62,1630810593.0,1.0
74.7,1630810593.0,1.0
74.77,1630810593.0,1.0
74.83,1630810593.0,1.0
74.9,1630810593.0,1.0
74.88,1630810593.0,1.0
74.97,1630810593.0,1.0
75.05,1630810593.0,1.0
75.17,1630810593.0,1.0
75.32,1630810593.0,1.0
75.53,1630810593.0,1.0
75.72,1630810593.0,1.0
75.88,1630810593.0,1.0
76.05,1630810593.0,1.0
76.18,1630810593.0,1.0
76.25,1630810593.0,1.0
76.2,1630810593.0,1.0
76.17,1630810593.0,1.0
76.13,1630810593.0,1.0
76.08,1630810593.0,1.0
76.02,1630810593.0,1.0
75.93,1630810593.0,1.0
75.85,1630810593.0,1.0
75.85,1630810593.0,1.0
75.9,1630810593.0,1.0
76.02,1630810593.0,1.0
76.03,1630810593.0,1.0
76.08,1630810593.0,1.0
76.15,1630810593.0,1.0
76.32,1630810593.0,1.0
76.47,1630810593.0,1.0
76.62,1630810593.0,1.0
76.7,1630810593.0,1.0
76.67,1630810593.0,1.0
76.63,1630810593.0,1.0
76.65,1630810593.0,1.0
76.63,1630810593.0,1.0
76.57,1630810593.0,1.0
76.53,1630810593.0,1.0
76.57,1630810593.0,1.0
76.38,1630810593.0,1.0
76.2,1630810593.0,1.0
76.0,1630810593.0,1.0
75.82,1630810593.0,1.0
75.68,1630810593.0,1.0
75.55,1630810593.0,1.0
75.47,1630810593.0,1.0
75.42,1630810593.0,1.0
75.33,1630810593.0,1.0
75.28,1630810593.0,1.0
75.1,1630810593.0,1.0
74.87,1630810593.0,1.0
74.75,1630810593.0,1.0
74.65,1630810593.0,1.0
74.72,1630810593.0,1.0
74.8,1630810593.0,1.0
74.87,1630810593.0,1.0
74.97,1630810593.0,1.0
75.02,1630810593.0,1.0
75.1,1630810593.0,1.0
75.2,1630810593.0,1.0
75.3,1630810593.0,1.0
75.32,1630810593.0,1.0
75.33,1630810593.0,1.0
75.37,1630810593.0,1.0
75.38,1630810593.0,1.0
75.35,1630810593.0,1.0
75.28,1630810593.0,1.0
75.25,1630810593.0,1.0
75.17,1630810593.0,1.0
75.05,1630810593.0,1.0
74.97,1630810593.0,1.0
74.93,1630810593.0,1.0
74.92,1630810593.0,1.0
74.93,1630810593.0,1.0
74.97,1630810593.0,1.0
75.15,1630810593.0,1.0
75.33,1630810593.0,1.0
75.52,1630810593.0,1.0
75.7,1630810593.0,1.0
75.9,1630810593.0,1.0
76.1,1630810593.0,1.0
76.3,1630810593.0,1.0
76.5,1630810593.0,1.0
76.65,1630810593.0,1.0
76.77,1630810593.0,1.0
76.97,1630810593.0,1.0
77.15,1630810593.0,1.0
77.33,1630810593.0,1.0
77.57,1630810593.0,1.0
77.85,1630810593.0,1.0
78.12,1630810593.0,1.0
78.42,1630810593.0,1.0
78.9,1630810593.0,1.0
79.38,1630810593.0,1.0
79.85,1630810593.0,1.0
80.32,1630810593.0,1.0
80.8,1630810593.0,1.0
81.43,1630810593.0,1.0
82.02,1630810593.0,1.0
82.62,1630810593.0,1.0
83.27,1630810593.0,1.0
83.88,1630810593.0,1.0
84.45,1630810593.0,1.0
85.05,1630810593.0,1.0
85.6,1630810593.0,1.0
86.1,1630810593.0,1.0
86.57,1630810593.0,1.0
87.05,1630810593.0,1.0
87.48,1630810593.0,1.0
88.08,1630810593.0,1.0
