BVP,start_time_unix,sampling_rate
-0.0,1630284409.0,64.0
-0.0,1630284409.0,64.0
-0.0,1630284409.0,64.0
-0.0,1630284409.0,64.0
-0.0,1630284409.0,64.0
-0.0,1630284409.0,64.0
-0.0,1630284409.0,64.0
-0.0,1630284409.0,64.0
-0.0,1630284409.0,64.0
-0.0,1630284409.0,64.0
0.0,1630284409.0,64.0
0.01,1630284409.0,64.0
0.01,1630284409.0,64.0
-0.0,1630284409.0,64.0
-0.03,1630284409.0,64.0
-0.05,1630284409.0,64.0
-0.05,1630284409.0,64.0
0.0,1630284409.0,64.0
0.13,1630284409.0,64.0
0.36,1630284409.0,64.0
0.66,1630284409.0,64.0
1.01,1630284409.0,64.0
1.37,1630284409.0,64.0
1.72,1630284409.0,64.0
2.06,1630284409.0,64.0
2.4,1630284409.0,64.0
2.79,1630284409.0,64.0
3.24,1630284409.0,64.0
3.8,1630284409.0,64.0
4.42,1630284409.0,64.0
5.06,1630284409.0,64.0
5.66,1630284409.0,64.0
6.2,1630284409.0,64.0
6.68,1630284409.0,64.0
7.15,1630284409.0,64.0
7.68,1630284409.0,64.0
8.31,1630284409.0,64.0
9.14,1630284409.0,64.0
10.09,1630284409.0,64.0
11.04,1630284409.0,64.0
11.88,1630284409.0,64.0
12.56,1630284409.0,64.0
13.14,1630284409.0,64.0
13.76,1630284409.0,64.0
14.65,1630284409.0,64.0
15.96,1630284409.0,64.0
17.91,1630284409.0,64.0
20.32,1630284409.0,64.0
22.9,1630284409.0,64.0
25.38,1630284409.0,64.0
27.58,1630284409.0,64.0
29.57,1630284409.0,64.0
31.68,1630284409.0,64.0
34.32,1630284409.0,64.0
37.81,1630284409.0,64.0
42.54,1630284409.0,64.0
48.15,1630284409.0,64.0
54.1,1630284409.0,64.0
59.83,1630284409.0,64.0
64.97,1630284409.0,64.0
69.58,1630284409.0,64.0
74.14,1630284409.0,64.0
79.34,1630284409.0,64.0
85.71,1630284409.0,64.0
93.76,1630284409.0,64.0
103.0,1630284409.0,64.0
112.62,1630284409.0,64.0
121.73,1630284409.0,64.0
129.77,1630284409.0,64.0
136.75,1630284409.0,64.0
143.3,1630284409.0,64.0
150.75,1630284409.0,64.0
157.77,1630284409.0,64.0
166.64,1630284409.0,64.0
177.95,1630284409.0,64.0
191.79,1630284409.0,64.0
206.97,1630284409.0,64.0
220.57,1630284409.0,64.0
228.25,1630284409.0,64.0
225.36,1630284409.0,64.0
208.53,1630284409.0,64.0
176.87,1630284409.0,64.0
132.76,1630284409.0,64.0
80.05,1630284409.0,64.0
23.07,1630284409.0,64.0
-34.94,1630284409.0,64.0
-92.44,1630284409.0,64.0
-149.16,1630284409.0,64.0
-205.23,1630284409.0,64.0
-260.37,1630284409.0,64.0
-313.74,1630284409.0,64.0
-363.87,1630284409.0,64.0
-409.83,1630284409.0,64.0
-450.91,1630284409.0,64.0
-486.5,1630284409.0,64.0
-515.74,1630284409.0,64.0
-537.23,1630284409.0,64.0
-549.22,1630284409.0,64.0
-549.96,1630284409.0,64.0
-538.37,1630284409.0,64.0
-514.21,1630284409.0,64.0
-478.67,1630284409.0,64.0
-433.88,1630284409.0,64.0
-382.45,1630284409.0,64.0
-327.02,1630284409.0,64.0
-269.84,1630284409.0,64.0
-212.63,1630284409.0,64.0
-156.66,1630284409.0,64.0
-102.95,1630284409.0,64.0
-52.37,1630284409.0,64.0
-5.9,1630284409.0,64.0
35.58,1630284409.0,64.0
71.43,1630284409.0,64.0
101.35,1630284409.0,64.0
125.5,1630284409.0,64.0
144.38,1630284409.0,64.0
158.69,1630284409.0,64.0
169.15,1630284409.0,64.0
176.37,1630284409.0,64.0
180.75,1630284409.0,64.0
182.57,1630284409.0,64.0
182.07,1630284409.0,64.0
179.51,1630284409.0,64.0
175.23,1630284409.0,64.0
169.65,1630284409.0,64.0
163.18,1630284409.0,64.0
156.15,1630284409.0,64.0
148.81,1630284409.0,64.0
141.3,1630284409.0,64.0
133.69,1630284409.0,64.0
126.02,1630284409.0,64.0
118.33,1630284409.0,64.0
110.69,1630284409.0,64.0
103.16,1630284409.0,64.0
95.8,1630284409.0,64.0
88.68,1630284409.0,64.0
81.83,1630284409.0,64.0
75.25,1630284409.0,64.0
68.95,1630284409.0,64.0
62.95,1630284409.0,64.0
57.25,1630284409.0,64.0
51.86,1630284409.0,64.0
46.78,1630284409.0,64.0
42.03,1630284409.0,64.0
37.59,1630284409.0,64.0
33.45,1630284409.0,64.0
29.61,1630284409.0,64.0
26.07,1630284409.0,64.0
22.81,1630284409.0,64.0
19.83,1630284409.0,64.0
17.11,1630284409.0,64.0
14.67,1630284409.0,64.0
12.48,1630284409.0,64.0
10.54,1630284409.0,64.0
8.83,1630284409.0,64.0
7.35,1630284409.0,64.0
6.07,1630284409.0,64.0
4.97,1630284409.0,64.0
4.05,1630284409.0,64.0
3.27,1630284409.0,64.0
2.62,1630284409.0,64.0
2.09,1630284409.0,64.0
1.65,1630284409.0,64.0
1.3,1630284409.0,64.0
1.01,1630284409.0,64.0
0.79,1630284409.0,64.0
0.61,1630284409.0,64.0
0.47,1630284409.0,64.0
0.37,1630284409.0,64.0
0.28,1630284409.0,64.0
0.22,1630284409.0,64.0
0.18,1630284409.0,64.0
0.15,1630284409.0,64.0
0.13,1630284409.0,64.0
0.12,1630284409.0,64.0
0.12,1630284409.0,64.0
0.13,1630284409.0,64.0
0.14,1630284409.0,64.0
0.17,1630284409.0,64.0
0.19,1630284409.0,64.0
0.23,1630284409.0,64.0
0.26,1630284409.0,64.0
0.3,1630284409.0,64.0
0.34,1630284409.0,64.0
0.39,1630284409.0,64.0
0.43,1630284409.0,64.0
0.48,1630284409.0,64.0
0.52,1630284409.0,64.0
0.58,1630284409.0,64.0
0.63,1630284409.0,64.0
0.68,1630284409.0,64.0
0.74,1630284409.0,64.0
0.8,1630284409.0,64.0
0.87,1630284409.0,64.0
0.95,1630284409.0,64.0
1.03,1630284409.0,64.0
1.12,1630284409.0,64.0
1.22,1630284409.0,64.0
1.34,1630284409.0,64.0
1.47,1630284409.0,64.0
1.61,1630284409.0,64.0
1.77,1630284409.0,64.0
1.95,1630284409.0,64.0
2.15,1630284409.0,64.0
2.37,1630284409.0,64.0
2.61,1630284409.0,64.0
2.89,1630284409.0,64.0
3.19,1630284409.0,64.0
3.51,1630284409.0,64.0
3.87,1630284409.0,64.0
4.27,1630284409.0,64.0
4.69,1630284409.0,64.0
5.15,1630284409.0,64.0
5.65,1630284409.0,64.0
6.19,1630284409.0,64.0
6.77,1630284409.0,64.0
7.39,1630284409.0,64.0
8.05,1630284409.0,64.0
8.75,1630284409.0,64.0
9.5,1630284409.0,64.0
10.3,1630284409.0,64.0
11.13,1630284409.0,64.0
12.02,1630284409.0,64.0
12.94,1630284409.0,64.0
13.92,1630284409.0,64.0
14.96,1630284409.0,64.0
16.07,1630284409.0,64.0
17.23,1630284409.0,64.0
18.45,1630284409.0,64.0
19.7,1630284409.0,64.0
20.96,1630284409.0,64.0
22.15,1630284409.0,64.0
23.2,1630284409.0,64.0
24.01,1630284409.0,64.0
24.45,1630284409.0,64.0
24.42,1630284409.0,64.0
23.8,1630284409.0,64.0
22.52,1630284409.0,64.0
20.53,1630284409.0,64.0
17.83,1630284409.0,64.0
14.51,1630284409.0,64.0
10.64,1630284409.0,64.0
6.4,1630284409.0,64.0
1.98,1630284409.0,64.0
-2.42,1630284409.0,64.0
-6.58,1630284409.0,64.0
-10.33,1630284409.0,64.0
-13.52,1630284409.0,64.0
-16.03,1630284409.0,64.0
-17.82,1630284409.0,64.0
-18.88,1630284409.0,64.0
-19.25,1630284409.0,64.0
-19.01,1630284409.0,64.0
-18.27,1630284409.0,64.0
-17.15,1630284409.0,64.0
-15.74,1630284409.0,64.0
-14.14,1630284409.0,64.0
-12.44,1630284409.0,64.0
-10.66,1630284409.0,64.0
-8.83,1630284409.0,64.0
-6.93,1630284409.0,64.0
-5.0,1630284409.0,64.0
-3.06,1630284409.0,64.0
-1.13,1630284409.0,64.0
0.77,1630284409.0,64.0
2.64,1630284409.0,64.0
4.49,1630284409.0,64.0
6.36,1630284409.0,64.0
8.33,1630284409.0,64.0
10.51,1630284409.0,64.0
12.81,1630284409.0,64.0
15.23,1630284409.0,64.0
17.7,1630284409.0,64.0
20.21,1630284409.0,64.0
22.72,1630284409.0,64.0
25.25,1630284409.0,64.0
27.88,1630284409.0,64.0
30.72,1630284409.0,64.0
33.97,1630284409.0,64.0
37.47,1630284409.0,64.0
41.16,1630284409.0,64.0
44.96,1630284409.0,64.0
48.8,1630284409.0,64.0
52.62,1630284409.0,64.0
56.47,1630284409.0,64.0
60.44,1630284409.0,64.0
64.78,1630284409.0,64.0
69.81,1630284409.0,64.0
75.29,1630284409.0,64.0
81.02,1630284409.0,64.0
86.76,1630284409.0,64.0
92.28,1630284409.0,64.0
97.34,1630284409.0,64.0
101.89,1630284409.0,64.0
106.04,1630284409.0,64.0
110.18,1630284409.0,64.0
114.8,1630284409.0,64.0
119.61,1630284409.0,64.0
124.27,1630284409.0,64.0
128.24,1630284409.0,64.0
130.78,1630284409.0,64.0
131.1,1630284409.0,64.0
128.45,1630284409.0,64.0
122.09,1630284409.0,64.0
110.89,1630284409.0,64.0
98.27,1630284409.0,64.0
85.26,1630284409.0,64.0
72.2,1630284409.0,64.0
58.81,1630284409.0,64.0
44.53,1630284409.0,64.0
28.81,1630284409.0,64.0
11.46,1630284409.0,64.0
-7.1,1630284409.0,64.0
-26.01,1630284409.0,64.0
-44.16,1630284409.0,64.0
-61.36,1630284409.0,64.0
-77.66,1630284409.0,64.0
-93.49,1630284409.0,64.0
-109.58,1630284409.0,64.0
-126.81,1630284409.0,64.0
-146.13,1630284409.0,64.0
-168.3,1630284409.0,64.0
-193.46,1630284409.0,64.0
-220.41,1630284409.0,64.0
-246.91,1630284409.0,64.0
-269.15,1630284409.0,64.0
-282.95,1630284409.0,64.0
-285.23,1630284409.0,64.0
-275.27,1630284409.0,64.0
-255.12,1630284409.0,64.0
-228.72,1630284409.0,64.0
-200.35,1630284409.0,64.0
-173.14,1630284409.0,64.0
-148.78,1630284409.0,64.0
-127.37,1630284409.0,64.0
-108.4,1630284409.0,64.0
-91.53,1630284409.0,64.0
-76.84,1630284409.0,64.0
-64.49,1630284409.0,64.0
-54.27,1630284409.0,64.0
-45.4,1630284409.0,64.0
-36.82,1630284409.0,64.0
-27.85,1630284409.0,64.0
-18.39,1630284409.0,64.0
-8.95,1630284409.0,64.0
-0.47,1630284409.0,64.0
6.24,1630284409.0,64.0
10.84,1630284409.0,64.0
13.6,1630284409.0,64.0
15.28,1630284409.0,64.0
16.72,1630284409.0,64.0
18.51,1630284409.0,64.0
20.78,1630284409.0,64.0
23.24,1630284409.0,64.0
25.39,1630284409.0,64.0
26.7,1630284409.0,64.0
26.89,1630284409.0,64.0
26.01,1630284409.0,64.0
24.38,1630284409.0,64.0
22.48,1630284409.0,64.0
20.76,1630284409.0,64.0
19.49,1630284409.0,64.0
18.68,1630284409.0,64.0
18.09,1630284409.0,64.0
17.33,1630284409.0,64.0
15.96,1630284409.0,64.0
13.71,1630284409.0,64.0
10.62,1630284409.0,64.0
7.03,1630284409.0,64.0
3.59,1630284409.0,64.0
1.02,1630284409.0,64.0
-0.1,1630284409.0,64.0
0.47,1630284409.0,64.0
2.64,1630284409.0,64.0
5.99,1630284409.0,64.0
10.0,1630284409.0,64.0
14.2,1630284409.0,64.0
18.27,1630284409.0,64.0
21.99,1630284409.0,64.0
25.18,1630284409.0,64.0
27.66,1630284409.0,64.0
29.25,1630284409.0,64.0
29.85,1630284409.0,64.0
29.52,1630284409.0,64.0
28.46,1630284409.0,64.0
26.95,1630284409.0,64.0
25.29,1630284409.0,64.0
23.68,1630284409.0,64.0
22.24,1630284409.0,64.0
20.98,1630284409.0,64.0
19.92,1630284409.0,64.0
19.0,1630284409.0,64.0
18.2,1630284409.0,64.0
17.42,1630284409.0,64.0
16.59,1630284409.0,64.0
15.64,1630284409.0,64.0
14.62,1630284409.0,64.0
13.61,1630284409.0,64.0
12.75,1630284409.0,64.0
12.12,1630284409.0,64.0
11.63,1630284409.0,64.0
11.04,1630284409.0,64.0
10.11,1630284409.0,64.0
8.67,1630284409.0,64.0
6.79,1630284409.0,64.0
4.66,1630284409.0,64.0
2.56,1630284409.0,64.0
0.69,1630284409.0,64.0
-0.9,1630284409.0,64.0
-2.28,1630284409.0,64.0
-3.6,1630284409.0,64.0
-5.02,1630284409.0,64.0
-6.71,1630284409.0,64.0
-8.75,1630284409.0,64.0
-11.09,1630284409.0,64.0
-13.52,1630284409.0,64.0
-15.65,1630284409.0,64.0
-16.98,1630284409.0,64.0
-17.09,1630284409.0,64.0
-15.81,1630284409.0,64.0
-13.24,1630284409.0,64.0
-9.77,1630284409.0,64.0
-5.88,1630284409.0,64.0
-2.0,1630284409.0,64.0
1.6,1630284409.0,64.0
4.77,1630284409.0,64.0
7.48,1630284409.0,64.0
9.64,1630284409.0,64.0
11.17,1630284409.0,64.0
11.98,1630284409.0,64.0
12.06,1630284409.0,64.0
11.51,1630284409.0,64.0
10.53,1630284409.0,64.0
9.39,1630284409.0,64.0
8.31,1630284409.0,64.0
7.42,1630284409.0,64.0
6.78,1630284409.0,64.0
6.34,1630284409.0,64.0
6.03,1630284409.0,64.0
5.77,1630284409.0,64.0
5.48,1630284409.0,64.0
5.1,1630284409.0,64.0
4.51,1630284409.0,64.0
3.62,1630284409.0,64.0
2.39,1630284409.0,64.0
0.86,1630284409.0,64.0
-0.82,1630284409.0,64.0
-2.49,1630284409.0,64.0
-4.05,1630284409.0,64.0
-5.49,1630284409.0,64.0
-6.94,1630284409.0,64.0
-8.54,1630284409.0,64.0
-10.37,1630284409.0,64.0
-12.37,1630284409.0,64.0
-14.45,1630284409.0,64.0
-16.49,1630284409.0,64.0
-18.43,1630284409.0,64.0
-20.32,1630284409.0,64.0
-22.19,1630284409.0,64.0
-23.97,1630284409.0,64.0
-25.45,1630284409.0,64.0
-26.3,1630284409.0,64.0
-26.21,1630284409.0,64.0
-25.04,1630284409.0,64.0
-22.86,1630284409.0,64.0
-19.87,1630284409.0,64.0
-16.28,1630284409.0,64.0
-12.22,1630284409.0,64.0
-7.78,1630284409.0,64.0
-3.08,1630284409.0,64.0
1.57,1630284409.0,64.0
5.67,1630284409.0,64.0
