HR,start_time_unix,sampling_rate
61.0,1625449492.0,1.0
68.5,1625449492.0,1.0
103.67,1625449492.0,1.0
123.25,1625449492.0,1.0
114.4,1625449492.0,1.0
108.5,1625449492.0,1.0
104.14,1625449492.0,1.0
101.12,1625449492.0,1.0
98.78,1625449492.0,1.0
96.9,1625449492.0,1.0
95.27,1625449492.0,1.0
93.83,1625449492.0,1.0
92.77,1625449492.0,1.0
91.71,1625449492.0,1.0
90.87,1625449492.0,1.0
90.06,1625449492.0,1.0
89.35,1625449492.0,1.0
88.67,1625449492.0,1.0
88.21,1625449492.0,1.0
87.8,1625449492.0,1.0
87.48,1625449492.0,1.0
87.27,1625449492.0,1.0
87.0,1625449492.0,1.0
86.75,1625449492.0,1.0
86.64,1625449492.0,1.0
86.54,1625449492.0,1.0
86.41,1625449492.0,1.0
86.25,1625449492.0,1.0
86.07,1625449492.0,1.0
85.9,1625449492.0,1.0
85.81,1625449492.0,1.0
85.72,1625449492.0,1.0
85.64,1625449492.0,1.0
85.59,1625449492.0,1.0
85.57,1625449492.0,1.0
85.56,1625449492.0,1.0
85.54,1625449492.0,1.0
85.53,1625449492.0,1.0
85.51,1625449492.0,1.0
85.47,1625449492.0,1.0
85.41,1625449492.0,1.0
85.36,1625449492.0,1.0
85.28,1625449492.0,1.0
85.18,1625449492.0,1.0
85.09,1625449492.0,1.0
85.0,1625449492.0,1.0
84.91,1625449492.0,1.0
84.83,1625449492.0,1.0
84.76,1625449492.0,1.0
84.68,1625449492.0,1.0
84.63,1625449492.0,1.0
84.58,1625449492.0,1.0
84.53,1625449492.0,1.0
84.5,1625449492.0,1.0
84.47,1625449492.0,1.0
84.45,1625449492.0,1.0
84.42,1625449492.0,1.0
84.41,1625449492.0,1.0
84.42,1625449492.0,1.0
84.4,1625449492.0,1.0
84.77,1625449492.0,1.0
84.85,1625449492.0,1.0
83.3,1625449492.0,1.0
81.62,1625449492.0,1.0
81.67,1625449492.0,1.0
81.7,1625449492.0,1.0
81.73,1625449492.0,1.0
81.72,1625449492.0,1.0
81.68,1625449492.0,1.0
81.67,1625449492.0,1.0
81.65,1625449492.0,1.0
81.68,1625449492.0,1.0
81.68,1625449492.0,1.0
81.73,1625449492.0,1.0
81.82,1625449492.0,1.0
81.92,1625449492.0,1.0
82.03,1625449492.0,1.0
82.15,1625449492.0,1.0
82.2,1625449492.0,1.0
82.22,1625449492.0,1.0
82.22,1625449492.0,1.0
82.18,1625449492.0,1.0
82.17,1625449492.0,1.0
82.13,1625449492.0,1.0
82.07,1625449492.0,1.0
81.93,1625449492.0,1.0
81.8,1625449492.0,1.0
81.7,1625449492.0,1.0
81.65,1625449492.0,1.0
81.62,1625449492.0,1.0
81.53,1625449492.0,1.0
81.43,1625449492.0,1.0
81.43,1625449492.0,1.0
81.4,1625449492.0,1.0
81.43,1625449492.0,1.0
81.47,1625449492.0,1.0
81.5,1625449492.0,1.0
81.52,1625449492.0,1.0
81.52,1625449492.0,1.0
81.52,1625449492.0,1.0
81.55,1625449492.0,1.0
81.58,1625449492.0,1.0
81.63,1625449492.0,1.0
81.63,1625449492.0,1.0
81.62,1625449492.0,1.0
81.58,1625449492.0,1.0
81.55,1625449492.0,1.0
81.47,1625449492.0,1.0
81.37,1625449492.0,1.0
81.22,1625449492.0,1.0
81.03,1625449492.0,1.0
80.83,1625449492.0,1.0
80.62,1625449492.0,1.0
80.37,1625449492.0,1.0
80.08,1625449492.0,1.0
80.07,1625449492.0,1.0
80.05,1625449492.0,1.0
80.05,1625449492.0,1.0
80.03,1625449492.0,1.0
80.1,1625449492.0,1.0
80.1,1625449492.0,1.0
80.15,1625449492.0,1.0
80.22,1625449492.0,1.0
80.27,1625449492.0,1.0
80.27,1625449492.0,1.0
80.27,1625449492.0,1.0
80.28,1625449492.0,1.0
80.22,1625449492.0,1.0
80.18,1625449492.0,1.0
80.13,1625449492.0,1.0
80.12,1625449492.0,1.0
80.1,1625449492.0,1.0
80.1,1625449492.0,1.0
80.08,1625449492.0,1.0
80.02,1625449492.0,1.0
79.95,1625449492.0,1.0
79.87,1625449492.0,1.0
79.8,1625449492.0,1.0
79.75,1625449492.0,1.0
79.73,1625449492.0,1.0
79.72,1625449492.0,1.0
79.7,1625449492.0,1.0
79.7,1625449492.0,1.0
79.72,1625449492.0,1.0
79.77,1625449492.0,1.0
79.95,1625449492.0,1.0
80.03,1625449492.0,1.0
80.1,1625449492.0,1.0
80.13,1625449492.0,1.0
80.15,1625449492.0,1.0
80.18,1625449492.0,1.0
80.23,1625449492.0,1.0
80.2,1625449492.0,1.0
80.18,1625449492.0,1.0
80.08,1625449492.0,1.0
80.03,1625449492.0,1.0
79.98,1625449492.0,1.0
79.98,1625449492.0,1.0
79.93,1625449492.0,1.0
79.92,1625449492.0,1.0
79.87,1625449492.0,1.0
79.78,1625449492.0,1.0
79.68,1625449492.0,1.0
79.62,1625449492.0,1.0
79.57,1625449492.0,1.0
79.68,1625449492.0,1.0
79.78,1625449492.0,1.0
79.92,1625449492.0,1.0
80.23,1625449492.0,1.0
80.62,1625449492.0,1.0
81.0,1625449492.0,1.0
81.38,1625449492.0,1.0
81.78,1625449492.0,1.0
82.2,1625449492.0,1.0
82.65,1625449492.0,1.0
82.82,1625449492.0,1.0
82.93,1625449492.0,1.0
82.9,1625449492.0,1.0
82.85,1625449492.0,1.0
82.75,1625449492.0,1.0
82.72,1625449492.0,1.0
82.67,1625449492.0,1.0
82.6,1625449492.0,1.0
82.53,1625449492.0,1.0
82.48,1625449492.0,1.0
82.45,1625449492.0,1.0
82.4,1625449492.0,1.0
82.4,1625449492.0,1.0
82.38,1625449492.0,1.0
82.4,1625449492.0,1.0
82.4,1625449492.0,1.0
82.4,1625449492.0,1.0
82.4,1625449492.0,1.0
82.42,1625449492.0,1.0
82.43,1625449492.0,1.0
82.45,1625449492.0,1.0
