TEMP,start_time_unix,sampling_rate
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.23,1624275807.0,4.0
34.23,1624275807.0,4.0
34.23,1624275807.0,4.0
34.23,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.25,1624275807.0,4.0
34.23,1624275807.0,4.0
34.23,1624275807.0,4.0
34.23,1624275807.0,4.0
34.23,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.29,1624275807.0,4.0
34.27,1624275807.0,4.0
34.27,1624275807.0,4.0
