HR,start_time_unix,sampling_rate
71.0,1625853049.0,1.0
77.0,1625853049.0,1.0
84.0,1625853049.0,1.0
77.75,1625853049.0,1.0
73.2,1625853049.0,1.0
73.67,1625853049.0,1.0
73.57,1625853049.0,1.0
73.12,1625853049.0,1.0
73.0,1625853049.0,1.0
72.7,1625853049.0,1.0
72.91,1625853049.0,1.0
73.0,1625853049.0,1.0
73.46,1625853049.0,1.0
73.86,1625853049.0,1.0
74.33,1625853049.0,1.0
74.81,1625853049.0,1.0
75.24,1625853049.0,1.0
75.78,1625853049.0,1.0
76.42,1625853049.0,1.0
77.1,1625853049.0,1.0
77.71,1625853049.0,1.0
78.23,1625853049.0,1.0
78.7,1625853049.0,1.0
79.12,1625853049.0,1.0
79.52,1625853049.0,1.0
79.88,1625853049.0,1.0
80.26,1625853049.0,1.0
80.68,1625853049.0,1.0
81.07,1625853049.0,1.0
81.43,1625853049.0,1.0
81.77,1625853049.0,1.0
82.0,1625853049.0,1.0
82.15,1625853049.0,1.0
82.29,1625853049.0,1.0
82.37,1625853049.0,1.0
82.42,1625853049.0,1.0
82.43,1625853049.0,1.0
82.45,1625853049.0,1.0
82.46,1625853049.0,1.0
82.47,1625853049.0,1.0
82.51,1625853049.0,1.0
82.55,1625853049.0,1.0
82.6,1625853049.0,1.0
82.68,1625853049.0,1.0
82.76,1625853049.0,1.0
82.76,1625853049.0,1.0
82.79,1625853049.0,1.0
82.83,1625853049.0,1.0
82.9,1625853049.0,1.0
83.0,1625853049.0,1.0
83.1,1625853049.0,1.0
83.37,1625853049.0,1.0
83.58,1625853049.0,1.0
83.8,1625853049.0,1.0
83.98,1625853049.0,1.0
84.14,1625853049.0,1.0
84.28,1625853049.0,1.0
84.38,1625853049.0,1.0
84.42,1625853049.0,1.0
84.48,1625853049.0,1.0
84.75,1625853049.0,1.0
84.82,1625853049.0,1.0
84.65,1625853049.0,1.0
85.12,1625853049.0,1.0
85.68,1625853049.0,1.0
85.92,1625853049.0,1.0
86.23,1625853049.0,1.0
86.62,1625853049.0,1.0
86.98,1625853049.0,1.0
87.38,1625853049.0,1.0
87.72,1625853049.0,1.0
88.08,1625853049.0,1.0
88.38,1625853049.0,1.0
88.67,1625853049.0,1.0
88.93,1625853049.0,1.0
89.18,1625853049.0,1.0
89.43,1625853049.0,1.0
89.6,1625853049.0,1.0
89.7,1625853049.0,1.0
89.75,1625853049.0,1.0
89.8,1625853049.0,1.0
89.83,1625853049.0,1.0
89.85,1625853049.0,1.0
89.85,1625853049.0,1.0
89.85,1625853049.0,1.0
89.85,1625853049.0,1.0
89.8,1625853049.0,1.0
89.72,1625853049.0,1.0
89.63,1625853049.0,1.0
89.55,1625853049.0,1.0
89.47,1625853049.0,1.0
89.47,1625853049.0,1.0
89.52,1625853049.0,1.0
89.55,1625853049.0,1.0
89.67,1625853049.0,1.0
89.78,1625853049.0,1.0
89.95,1625853049.0,1.0
90.15,1625853049.0,1.0
