HR,start_time_unix,sampling_rate
79.0,1625340519.0,1.0
79.0,1625340519.0,1.0
75.33,1625340519.0,1.0
73.5,1625340519.0,1.0
72.8,1625340519.0,1.0
78.83,1625340519.0,1.0
82.14,1625340519.0,1.0
83.62,1625340519.0,1.0
84.67,1625340519.0,1.0
85.5,1625340519.0,1.0
85.0,1625340519.0,1.0
84.58,1625340519.0,1.0
84.23,1625340519.0,1.0
83.86,1625340519.0,1.0
83.4,1625340519.0,1.0
82.88,1625340519.0,1.0
82.41,1625340519.0,1.0
81.61,1625340519.0,1.0
80.79,1625340519.0,1.0
80.05,1625340519.0,1.0
79.38,1625340519.0,1.0
78.73,1625340519.0,1.0
78.17,1625340519.0,1.0
77.67,1625340519.0,1.0
77.16,1625340519.0,1.0
76.69,1625340519.0,1.0
76.41,1625340519.0,1.0
76.04,1625340519.0,1.0
75.76,1625340519.0,1.0
75.47,1625340519.0,1.0
75.26,1625340519.0,1.0
74.97,1625340519.0,1.0
74.73,1625340519.0,1.0
74.41,1625340519.0,1.0
74.4,1625340519.0,1.0
74.42,1625340519.0,1.0
74.43,1625340519.0,1.0
74.45,1625340519.0,1.0
74.36,1625340519.0,1.0
74.2,1625340519.0,1.0
74.07,1625340519.0,1.0
73.86,1625340519.0,1.0
73.65,1625340519.0,1.0
73.52,1625340519.0,1.0
73.38,1625340519.0,1.0
73.22,1625340519.0,1.0
73.06,1625340519.0,1.0
73.27,1625340519.0,1.0
73.45,1625340519.0,1.0
73.6,1625340519.0,1.0
73.69,1625340519.0,1.0
73.77,1625340519.0,1.0
73.87,1625340519.0,1.0
73.96,1625340519.0,1.0
74.05,1625340519.0,1.0
74.16,1625340519.0,1.0
74.25,1625340519.0,1.0
74.31,1625340519.0,1.0
74.37,1625340519.0,1.0
74.43,1625340519.0,1.0
74.37,1625340519.0,1.0
74.33,1625340519.0,1.0
74.5,1625340519.0,1.0
74.7,1625340519.0,1.0
74.88,1625340519.0,1.0
