HR,start_time_unix,sampling_rate
64.0,1635633444.0,1.0
59.5,1635633444.0,1.0
100.33,1635633444.0,1.0
96.0,1635633444.0,1.0
88.6,1635633444.0,1.0
92.83,1635633444.0,1.0
96.0,1635633444.0,1.0
98.38,1635633444.0,1.0
100.33,1635633444.0,1.0
101.7,1635633444.0,1.0
103.36,1635633444.0,1.0
104.75,1635633444.0,1.0
105.85,1635633444.0,1.0
106.93,1635633444.0,1.0
107.93,1635633444.0,1.0
108.69,1635633444.0,1.0
109.18,1635633444.0,1.0
108.78,1635633444.0,1.0
108.42,1635633444.0,1.0
108.1,1635633444.0,1.0
107.86,1635633444.0,1.0
107.73,1635633444.0,1.0
107.57,1635633444.0,1.0
107.25,1635633444.0,1.0
106.96,1635633444.0,1.0
106.73,1635633444.0,1.0
106.52,1635633444.0,1.0
106.32,1635633444.0,1.0
106.1,1635633444.0,1.0
105.87,1635633444.0,1.0
105.65,1635633444.0,1.0
105.44,1635633444.0,1.0
105.24,1635633444.0,1.0
105.12,1635633444.0,1.0
104.94,1635633444.0,1.0
104.86,1635633444.0,1.0
104.81,1635633444.0,1.0
104.76,1635633444.0,1.0
104.77,1635633444.0,1.0
104.75,1635633444.0,1.0
104.76,1635633444.0,1.0
104.71,1635633444.0,1.0
104.7,1635633444.0,1.0
104.68,1635633444.0,1.0
104.64,1635633444.0,1.0
104.61,1635633444.0,1.0
104.6,1635633444.0,1.0
104.58,1635633444.0,1.0
104.57,1635633444.0,1.0
104.56,1635633444.0,1.0
104.55,1635633444.0,1.0
104.52,1635633444.0,1.0
104.51,1635633444.0,1.0
104.48,1635633444.0,1.0
104.33,1635633444.0,1.0
104.2,1635633444.0,1.0
104.05,1635633444.0,1.0
103.9,1635633444.0,1.0
103.69,1635633444.0,1.0
103.48,1635633444.0,1.0
103.93,1635633444.0,1.0
104.53,1635633444.0,1.0
103.02,1635633444.0,1.0
103.15,1635633444.0,1.0
103.67,1635633444.0,1.0
103.27,1635633444.0,1.0
102.83,1635633444.0,1.0
102.27,1635633444.0,1.0
101.7,1635633444.0,1.0
101.18,1635633444.0,1.0
100.58,1635633444.0,1.0
100.0,1635633444.0,1.0
99.43,1635633444.0,1.0
98.85,1635633444.0,1.0
98.25,1635633444.0,1.0
97.7,1635633444.0,1.0
97.2,1635633444.0,1.0
96.95,1635633444.0,1.0
96.72,1635633444.0,1.0
96.5,1635633444.0,1.0
96.27,1635633444.0,1.0
95.98,1635633444.0,1.0
95.73,1635633444.0,1.0
95.55,1635633444.0,1.0
95.38,1635633444.0,1.0
95.2,1635633444.0,1.0
95.02,1635633444.0,1.0
94.83,1635633444.0,1.0
94.65,1635633444.0,1.0
94.18,1635633444.0,1.0
93.67,1635633444.0,1.0
93.07,1635633444.0,1.0
92.52,1635633444.0,1.0
91.92,1635633444.0,1.0
91.37,1635633444.0,1.0
90.82,1635633444.0,1.0
90.23,1635633444.0,1.0
89.7,1635633444.0,1.0
89.13,1635633444.0,1.0
88.65,1635633444.0,1.0
88.18,1635633444.0,1.0
87.73,1635633444.0,1.0
87.27,1635633444.0,1.0
86.83,1635633444.0,1.0
86.5,1635633444.0,1.0
86.2,1635633444.0,1.0
85.92,1635633444.0,1.0
85.63,1635633444.0,1.0
85.32,1635633444.0,1.0
85.0,1635633444.0,1.0
84.63,1635633444.0,1.0
84.3,1635633444.0,1.0
83.98,1635633444.0,1.0
83.68,1635633444.0,1.0
83.5,1635633444.0,1.0
83.27,1635633444.0,1.0
83.07,1635633444.0,1.0
82.88,1635633444.0,1.0
82.75,1635633444.0,1.0
82.57,1635633444.0,1.0
82.43,1635633444.0,1.0
82.32,1635633444.0,1.0
82.2,1635633444.0,1.0
82.07,1635633444.0,1.0
81.92,1635633444.0,1.0
81.77,1635633444.0,1.0
81.58,1635633444.0,1.0
81.48,1635633444.0,1.0
81.38,1635633444.0,1.0
81.27,1635633444.0,1.0
81.17,1635633444.0,1.0
81.0,1635633444.0,1.0
80.93,1635633444.0,1.0
80.83,1635633444.0,1.0
80.73,1635633444.0,1.0
80.65,1635633444.0,1.0
80.53,1635633444.0,1.0
80.4,1635633444.0,1.0
80.25,1635633444.0,1.0
