TEMP,start_time_unix,sampling_rate
31.35,1634891694.0,4.0
31.35,1634891694.0,4.0
31.35,1634891694.0,4.0
31.35,1634891694.0,4.0
31.35,1634891694.0,4.0
31.35,1634891694.0,4.0
31.35,1634891694.0,4.0
31.35,1634891694.0,4.0
31.35,1634891694.0,4.0
31.35,1634891694.0,4.0
31.35,1634891694.0,4.0
31.35,1634891694.0,4.0
31.37,1634891694.0,4.0
31.37,1634891694.0,4.0
31.37,1634891694.0,4.0
31.37,1634891694.0,4.0
31.37,1634891694.0,4.0
31.37,1634891694.0,4.0
31.37,1634891694.0,4.0
31.37,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.39,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.41,1634891694.0,4.0
31.43,1634891694.0,4.0
31.43,1634891694.0,4.0
31.43,1634891694.0,4.0
31.43,1634891694.0,4.0
31.43,1634891694.0,4.0
31.43,1634891694.0,4.0
31.43,1634891694.0,4.0
31.43,1634891694.0,4.0
31.43,1634891694.0,4.0
31.43,1634891694.0,4.0
31.43,1634891694.0,4.0
31.43,1634891694.0,4.0
31.45,1634891694.0,4.0
31.45,1634891694.0,4.0
31.45,1634891694.0,4.0
31.45,1634891694.0,4.0
31.47,1634891694.0,4.0
31.47,1634891694.0,4.0
31.47,1634891694.0,4.0
31.47,1634891694.0,4.0
31.45,1634891694.0,4.0
31.45,1634891694.0,4.0
31.45,1634891694.0,4.0
31.45,1634891694.0,4.0
31.45,1634891694.0,4.0
31.45,1634891694.0,4.0
31.45,1634891694.0,4.0
31.45,1634891694.0,4.0
31.47,1634891694.0,4.0
31.47,1634891694.0,4.0
31.47,1634891694.0,4.0
31.47,1634891694.0,4.0
31.45,1634891694.0,4.0
31.45,1634891694.0,4.0
31.45,1634891694.0,4.0
31.45,1634891694.0,4.0
31.49,1634891694.0,4.0
31.49,1634891694.0,4.0
31.49,1634891694.0,4.0
31.49,1634891694.0,4.0
31.49,1634891694.0,4.0
31.49,1634891694.0,4.0
31.49,1634891694.0,4.0
31.49,1634891694.0,4.0
31.47,1634891694.0,4.0
31.47,1634891694.0,4.0
31.47,1634891694.0,4.0
31.47,1634891694.0,4.0
31.49,1634891694.0,4.0
31.49,1634891694.0,4.0
31.49,1634891694.0,4.0
31.49,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.49,1634891694.0,4.0
31.49,1634891694.0,4.0
31.49,1634891694.0,4.0
31.49,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.51,1634891694.0,4.0
31.53,1634891694.0,4.0
31.53,1634891694.0,4.0
31.53,1634891694.0,4.0
31.53,1634891694.0,4.0
31.55,1634891694.0,4.0
31.55,1634891694.0,4.0
31.55,1634891694.0,4.0
31.55,1634891694.0,4.0
31.55,1634891694.0,4.0
31.55,1634891694.0,4.0
31.55,1634891694.0,4.0
31.55,1634891694.0,4.0
31.53,1634891694.0,4.0
31.53,1634891694.0,4.0
31.53,1634891694.0,4.0
31.53,1634891694.0,4.0
31.53,1634891694.0,4.0
31.53,1634891694.0,4.0
31.53,1634891694.0,4.0
31.53,1634891694.0,4.0
31.53,1634891694.0,4.0
31.53,1634891694.0,4.0
31.53,1634891694.0,4.0
31.53,1634891694.0,4.0
31.55,1634891694.0,4.0
31.55,1634891694.0,4.0
31.55,1634891694.0,4.0
31.55,1634891694.0,4.0
31.57,1634891694.0,4.0
31.57,1634891694.0,4.0
31.57,1634891694.0,4.0
31.57,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.57,1634891694.0,4.0
31.57,1634891694.0,4.0
31.57,1634891694.0,4.0
31.57,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.59,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.61,1634891694.0,4.0
31.63,1634891694.0,4.0
31.63,1634891694.0,4.0
31.63,1634891694.0,4.0
31.63,1634891694.0,4.0
31.63,1634891694.0,4.0
31.63,1634891694.0,4.0
31.63,1634891694.0,4.0
31.63,1634891694.0,4.0
31.63,1634891694.0,4.0
31.63,1634891694.0,4.0
31.63,1634891694.0,4.0
31.63,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.63,1634891694.0,4.0
31.63,1634891694.0,4.0
31.63,1634891694.0,4.0
31.63,1634891694.0,4.0
31.63,1634891694.0,4.0
31.63,1634891694.0,4.0
31.63,1634891694.0,4.0
31.63,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
31.65,1634891694.0,4.0
