TEMP,start_time_unix,sampling_rate
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.13,1628937049.0,4.0
30.13,1628937049.0,4.0
30.13,1628937049.0,4.0
30.13,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.13,1628937049.0,4.0
30.13,1628937049.0,4.0
30.13,1628937049.0,4.0
30.13,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.09,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.11,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.05,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.03,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
30.07,1628937049.0,4.0
