IBI_time,IBI_intervals,start_time_unix
26.718750,0.765625,1624321621.0
27.515625,0.796875,1624321621.0
104.468750,0.796875,1624321621.0
105.359375,0.890625,1624321621.0
106.312500,0.953125,1624321621.0
107.250000,0.937500,1624321621.0
108.250000,1.000000,1624321621.0
109.203125,0.953125,1624321621.0
110.187500,0.984375,1624321621.0
111.187500,1.000000,1624321621.0
111.968750,0.781250,1624321621.0
112.843750,0.875000,1624321621.0
163.812500,0.890625,1624321621.0
164.750000,0.937500,1624321621.0
165.703125,0.953125,1624321621.0
166.640625,0.937500,1624321621.0
167.562500,0.921875,1624321621.0
168.531250,0.968750,1624321621.0
169.515625,0.984375,1624321621.0
170.453125,0.937500,1624321621.0
171.343750,0.890625,1624321621.0
185.062500,1.000000,1624321621.0
186.031250,0.968750,1624321621.0
186.828125,0.796875,1624321621.0
195.687500,0.781250,1624321621.0
245.171875,0.875000,1624321621.0
246.015625,0.843750,1624321621.0
246.875000,0.859375,1624321621.0
247.765625,0.890625,1624321621.0
248.609375,0.843750,1624321621.0
255.796875,1.062500,1624321621.0
256.687500,0.890625,1624321621.0
300.546875,0.796875,1624321621.0
305.828125,0.781250,1624321621.0
306.671875,0.843750,1624321621.0
307.562500,0.890625,1624321621.0
308.421875,0.859375,1624321621.0
309.296875,0.875000,1624321621.0
310.140625,0.843750,1624321621.0
310.921875,0.781250,1624321621.0
354.937500,0.906250,1624321621.0
380.328125,1.187500,1624321621.0
419.937500,0.906250,1624321621.0
420.859375,0.921875,1624321621.0
421.687500,0.828125,1624321621.0
422.437500,0.750000,1624321621.0
423.140625,0.703125,1624321621.0
430.234375,0.765625,1624321621.0
431.000000,0.765625,1624321621.0
431.750000,0.750000,1624321621.0
442.453125,0.843750,1624321621.0
443.375000,0.921875,1624321621.0
485.015625,0.828125,1624321621.0
485.843750,0.828125,1624321621.0
486.671875,0.828125,1624321621.0
487.531250,0.859375,1624321621.0
488.421875,0.890625,1624321621.0
489.250000,0.828125,1624321621.0
536.609375,0.843750,1624321621.0
537.375000,0.765625,1624321621.0
538.156250,0.781250,1624321621.0
538.968750,0.812500,1624321621.0
539.796875,0.828125,1624321621.0
540.515625,0.718750,1624321621.0
541.234375,0.718750,1624321621.0
542.046875,0.812500,1624321621.0
542.890625,0.843750,1624321621.0
543.750000,0.859375,1624321621.0
544.468750,0.718750,1624321621.0
545.453125,0.984375,1624321621.0
550.421875,0.796875,1624321621.0
561.515625,0.875000,1624321621.0
582.062500,0.906250,1624321621.0
603.484375,0.937500,1624321621.0
604.296875,0.812500,1624321621.0
605.140625,0.843750,1624321621.0
605.953125,0.812500,1624321621.0
606.703125,0.750000,1624321621.0
607.437500,0.734375,1624321621.0
608.156250,0.718750,1624321621.0
608.859375,0.703125,1624321621.0
609.546875,0.687500,1624321621.0
610.218750,0.671875,1624321621.0
643.515625,0.765625,1624321621.0
658.203125,0.921875,1624321621.0
659.187500,0.984375,1624321621.0
660.171875,0.984375,1624321621.0
661.140625,0.968750,1624321621.0
662.062500,0.921875,1624321621.0
663.015625,0.953125,1624321621.0
663.906250,0.890625,1624321621.0
664.781250,0.875000,1624321621.0
665.765625,0.984375,1624321621.0
666.609375,0.843750,1624321621.0
667.578125,0.968750,1624321621.0
668.562500,0.984375,1624321621.0
669.796875,1.234375,1624321621.0
726.468750,0.843750,1624321621.0
727.328125,0.859375,1624321621.0
728.171875,0.843750,1624321621.0
735.140625,0.953125,1624321621.0
736.046875,0.906250,1624321621.0
736.921875,0.875000,1624321621.0
772.640625,0.890625,1624321621.0
773.531250,0.890625,1624321621.0
774.390625,0.859375,1624321621.0
775.281250,0.890625,1624321621.0
776.265625,0.984375,1624321621.0
777.203125,0.937500,1624321621.0
778.125000,0.921875,1624321621.0
843.921875,0.890625,1624321621.0
844.765625,0.843750,1624321621.0
845.703125,0.937500,1624321621.0
846.562500,0.859375,1624321621.0
847.390625,0.828125,1624321621.0
848.296875,0.906250,1624321621.0
849.171875,0.875000,1624321621.0
850.000000,0.828125,1624321621.0
850.843750,0.843750,1624321621.0
851.703125,0.859375,1624321621.0
856.984375,0.734375,1624321621.0
867.937500,0.906250,1624321621.0
868.984375,1.046875,1624321621.0
887.765625,0.937500,1624321621.0
905.343750,0.843750,1624321621.0
906.218750,0.875000,1624321621.0
907.109375,0.890625,1624321621.0
907.984375,0.875000,1624321621.0
915.796875,0.765625,1624321621.0
931.578125,0.843750,1624321621.0
932.531250,0.953125,1624321621.0
943.265625,0.812500,1624321621.0
944.109375,0.843750,1624321621.0
944.937500,0.828125,1624321621.0
945.890625,0.953125,1624321621.0
962.406250,0.781250,1624321621.0
963.078125,0.671875,1624321621.0
963.781250,0.703125,1624321621.0
964.578125,0.796875,1624321621.0
965.515625,0.937500,1624321621.0
966.468750,0.953125,1624321621.0
967.390625,0.921875,1624321621.0
968.343750,0.953125,1624321621.0
969.218750,0.875000,1624321621.0
970.109375,0.890625,1624321621.0
970.968750,0.859375,1624321621.0
971.765625,0.796875,1624321621.0
972.515625,0.750000,1624321621.0
973.281250,0.765625,1624321621.0
974.062500,0.781250,1624321621.0
974.781250,0.718750,1624321621.0
975.468750,0.687500,1624321621.0
976.234375,0.765625,1624321621.0
999.984375,1.109375,1624321621.0
1005.046875,0.984375,1624321621.0
1023.421875,0.828125,1624321621.0
1024.203125,0.781250,1624321621.0
1024.937500,0.734375,1624321621.0
1025.890625,0.953125,1624321621.0
1026.625000,0.734375,1624321621.0
1027.328125,0.703125,1624321621.0
1028.000000,0.671875,1624321621.0
1028.687500,0.687500,1624321621.0
1029.375000,0.687500,1624321621.0
1035.875000,1.328125,1624321621.0
1083.312500,0.890625,1624321621.0
1084.171875,0.859375,1624321621.0
1085.046875,0.875000,1624321621.0
1085.953125,0.906250,1624321621.0
1086.796875,0.843750,1624321621.0
1087.656250,0.859375,1624321621.0
1088.500000,0.843750,1624321621.0
1089.296875,0.796875,1624321621.0
1090.125000,0.828125,1624321621.0
1091.015625,0.890625,1624321621.0
1134.234375,0.656250,1624321621.0
1135.031250,0.796875,1624321621.0
1140.343750,0.937500,1624321621.0
1141.265625,0.921875,1624321621.0
1142.234375,0.968750,1624321621.0
1143.234375,1.000000,1624321621.0
1144.218750,0.984375,1624321621.0
1145.203125,0.984375,1624321621.0
1146.125000,0.921875,1624321621.0
1147.046875,0.921875,1624321621.0
1147.968750,0.921875,1624321621.0
1148.906250,0.937500,1624321621.0
1149.765625,0.859375,1624321621.0
1150.625000,0.859375,1624321621.0
1160.578125,0.906250,1624321621.0
1161.468750,0.890625,1624321621.0
1162.328125,0.859375,1624321621.0
1163.171875,0.843750,1624321621.0
1164.015625,0.843750,1624321621.0
1164.890625,0.875000,1624321621.0
1165.796875,0.906250,1624321621.0
1166.562500,0.765625,1624321621.0
1167.390625,0.828125,1624321621.0
1168.234375,0.843750,1624321621.0
1169.062500,0.828125,1624321621.0
1169.921875,0.859375,1624321621.0
1170.750000,0.828125,1624321621.0
1187.859375,0.796875,1624321621.0
1193.093750,0.953125,1624321621.0
1193.968750,0.875000,1624321621.0
1216.890625,1.093750,1624321621.0
1244.406250,0.875000,1624321621.0
1250.375000,1.000000,1624321621.0
1251.343750,0.968750,1624321621.0
1252.312500,0.968750,1624321621.0
1253.171875,0.859375,1624321621.0
1254.171875,1.000000,1624321621.0
1255.062500,0.890625,1624321621.0
1255.984375,0.921875,1624321621.0
1256.890625,0.906250,1624321621.0
1257.984375,1.093750,1624321621.0
1262.656250,0.953125,1624321621.0
1263.406250,0.750000,1624321621.0
1264.468750,1.062500,1624321621.0
1265.390625,0.921875,1624321621.0
1266.281250,0.890625,1624321621.0
1267.218750,0.937500,1624321621.0
1268.109375,0.890625,1624321621.0
1269.015625,0.906250,1624321621.0
1269.937500,0.921875,1624321621.0
1270.921875,0.984375,1624321621.0
1271.875000,0.953125,1624321621.0
1272.843750,0.968750,1624321621.0
1273.796875,0.953125,1624321621.0
1274.687500,0.890625,1624321621.0
1275.609375,0.921875,1624321621.0
1276.453125,0.843750,1624321621.0
1282.250000,0.984375,1624321621.0
1283.234375,0.984375,1624321621.0
1284.171875,0.937500,1624321621.0
1294.593750,0.984375,1624321621.0
1295.750000,1.156250,1624321621.0
1302.531250,0.968750,1624321621.0
1303.312500,0.781250,1624321621.0
1304.187500,0.875000,1624321621.0
1305.093750,0.906250,1624321621.0
1306.015625,0.921875,1624321621.0
1306.984375,0.968750,1624321621.0
1312.781250,0.984375,1624321621.0
1313.765625,0.984375,1624321621.0
1317.546875,0.906250,1624321621.0
1318.500000,0.953125,1624321621.0
1319.265625,0.765625,1624321621.0
1391.421875,0.843750,1624321621.0
1403.640625,1.046875,1624321621.0
1404.593750,0.953125,1624321621.0
1454.234375,0.953125,1624321621.0
1455.187500,0.953125,1624321621.0
1511.703125,0.781250,1624321621.0
1512.500000,0.796875,1624321621.0
1513.390625,0.890625,1624321621.0
1514.218750,0.828125,1624321621.0
1515.156250,0.937500,1624321621.0
1515.937500,0.781250,1624321621.0
1516.781250,0.843750,1624321621.0
1517.468750,0.687500,1624321621.0
1518.140625,0.671875,1624321621.0
1519.000000,0.859375,1624321621.0
1519.984375,0.984375,1624321621.0
1567.937500,0.750000,1624321621.0
1568.671875,0.734375,1624321621.0
1569.250000,0.578125,1624321621.0
1575.953125,0.734375,1624321621.0
1632.593750,0.781250,1624321621.0
1690.984375,0.796875,1624321621.0
1691.859375,0.875000,1624321621.0
1692.781250,0.921875,1624321621.0
1693.671875,0.890625,1624321621.0
1694.562500,0.890625,1624321621.0
1695.468750,0.906250,1624321621.0
1696.343750,0.875000,1624321621.0
1697.187500,0.843750,1624321621.0
1698.015625,0.828125,1624321621.0
1698.734375,0.718750,1624321621.0
1699.484375,0.750000,1624321621.0
1700.187500,0.703125,1624321621.0
1724.000000,0.671875,1624321621.0
1738.187500,0.796875,1624321621.0
1806.359375,0.765625,1624321621.0
1806.953125,0.593750,1624321621.0
1811.187500,0.781250,1624321621.0
1824.187500,0.984375,1624321621.0
1873.578125,0.890625,1624321621.0
1874.453125,0.875000,1624321621.0
1875.375000,0.921875,1624321621.0
1876.265625,0.890625,1624321621.0
1876.984375,0.718750,1624321621.0
1877.828125,0.843750,1624321621.0
1911.875000,0.671875,1624321621.0
1912.593750,0.718750,1624321621.0
1929.859375,0.828125,1624321621.0
1930.718750,0.859375,1624321621.0
1941.046875,0.843750,1624321621.0
1941.796875,0.750000,1624321621.0
1942.546875,0.750000,1624321621.0
1943.234375,0.687500,1624321621.0
1986.390625,0.750000,1624321621.0
1995.890625,0.781250,1624321621.0
1996.656250,0.765625,1624321621.0
2053.062500,0.859375,1624321621.0
2053.953125,0.890625,1624321621.0
2054.843750,0.890625,1624321621.0
2055.750000,0.906250,1624321621.0
2056.609375,0.859375,1624321621.0
2057.421875,0.812500,1624321621.0
2058.140625,0.718750,1624321621.0
2058.765625,0.625000,1624321621.0
2059.390625,0.625000,1624321621.0
2113.296875,0.734375,1624321621.0
2114.000000,0.703125,1624321621.0
2114.875000,0.875000,1624321621.0
2115.703125,0.828125,1624321621.0
2169.609375,0.718750,1624321621.0
2170.484375,0.875000,1624321621.0
2171.125000,0.640625,1624321621.0
2282.515625,0.781250,1624321621.0
2344.125000,0.921875,1624321621.0
2345.046875,0.921875,1624321621.0
2345.953125,0.906250,1624321621.0
2359.671875,0.875000,1624321621.0
2360.593750,0.921875,1624321621.0
2387.953125,0.906250,1624321621.0
2402.328125,0.921875,1624321621.0
2403.218750,0.890625,1624321621.0
2404.125000,0.906250,1624321621.0
2405.078125,0.953125,1624321621.0
2406.000000,0.921875,1624321621.0
2406.875000,0.875000,1624321621.0
2407.796875,0.921875,1624321621.0
2408.703125,0.906250,1624321621.0
2409.578125,0.875000,1624321621.0
