HR,start_time_unix,sampling_rate
112.0,1625921389.0,1.0
100.0,1625921389.0,1.0
89.0,1625921389.0,1.0
79.5,1625921389.0,1.0
82.4,1625921389.0,1.0
81.33,1625921389.0,1.0
80.86,1625921389.0,1.0
80.0,1625921389.0,1.0
79.56,1625921389.0,1.0
79.2,1625921389.0,1.0
78.82,1625921389.0,1.0
78.75,1625921389.0,1.0
78.92,1625921389.0,1.0
78.86,1625921389.0,1.0
79.0,1625921389.0,1.0
79.12,1625921389.0,1.0
79.35,1625921389.0,1.0
79.56,1625921389.0,1.0
79.53,1625921389.0,1.0
79.9,1625921389.0,1.0
80.19,1625921389.0,1.0
79.95,1625921389.0,1.0
79.74,1625921389.0,1.0
79.46,1625921389.0,1.0
79.16,1625921389.0,1.0
78.85,1625921389.0,1.0
79.04,1625921389.0,1.0
79.29,1625921389.0,1.0
79.59,1625921389.0,1.0
79.93,1625921389.0,1.0
80.32,1625921389.0,1.0
80.66,1625921389.0,1.0
80.91,1625921389.0,1.0
81.09,1625921389.0,1.0
81.09,1625921389.0,1.0
81.03,1625921389.0,1.0
80.95,1625921389.0,1.0
80.76,1625921389.0,1.0
80.64,1625921389.0,1.0
80.5,1625921389.0,1.0
80.37,1625921389.0,1.0
80.24,1625921389.0,1.0
80.12,1625921389.0,1.0
79.98,1625921389.0,1.0
79.84,1625921389.0,1.0
79.67,1625921389.0,1.0
79.49,1625921389.0,1.0
79.29,1625921389.0,1.0
79.12,1625921389.0,1.0
79.12,1625921389.0,1.0
79.2,1625921389.0,1.0
79.17,1625921389.0,1.0
79.19,1625921389.0,1.0
79.26,1625921389.0,1.0
79.36,1625921389.0,1.0
79.46,1625921389.0,1.0
79.54,1625921389.0,1.0
79.64,1625921389.0,1.0
79.78,1625921389.0,1.0
79.92,1625921389.0,1.0
79.53,1625921389.0,1.0
79.57,1625921389.0,1.0
79.97,1625921389.0,1.0
80.68,1625921389.0,1.0
80.7,1625921389.0,1.0
81.03,1625921389.0,1.0
81.33,1625921389.0,1.0
81.72,1625921389.0,1.0
82.08,1625921389.0,1.0
82.45,1625921389.0,1.0
82.83,1625921389.0,1.0
83.17,1625921389.0,1.0
83.47,1625921389.0,1.0
83.82,1625921389.0,1.0
84.13,1625921389.0,1.0
84.45,1625921389.0,1.0
84.73,1625921389.0,1.0
85.03,1625921389.0,1.0
85.4,1625921389.0,1.0
85.63,1625921389.0,1.0
85.88,1625921389.0,1.0
86.32,1625921389.0,1.0
86.77,1625921389.0,1.0
87.25,1625921389.0,1.0
87.75,1625921389.0,1.0
88.28,1625921389.0,1.0
88.6,1625921389.0,1.0
88.87,1625921389.0,1.0
89.08,1625921389.0,1.0
89.23,1625921389.0,1.0
89.33,1625921389.0,1.0
89.42,1625921389.0,1.0
89.5,1625921389.0,1.0
89.6,1625921389.0,1.0
89.8,1625921389.0,1.0
90.03,1625921389.0,1.0
90.3,1625921389.0,1.0
90.65,1625921389.0,1.0
90.98,1625921389.0,1.0
91.35,1625921389.0,1.0
91.72,1625921389.0,1.0
92.08,1625921389.0,1.0
92.47,1625921389.0,1.0
92.87,1625921389.0,1.0
93.27,1625921389.0,1.0
93.72,1625921389.0,1.0
94.2,1625921389.0,1.0
94.72,1625921389.0,1.0
95.22,1625921389.0,1.0
95.57,1625921389.0,1.0
95.85,1625921389.0,1.0
96.2,1625921389.0,1.0
96.53,1625921389.0,1.0
96.8,1625921389.0,1.0
97.05,1625921389.0,1.0
97.3,1625921389.0,1.0
97.58,1625921389.0,1.0
97.85,1625921389.0,1.0
98.07,1625921389.0,1.0
98.28,1625921389.0,1.0
98.48,1625921389.0,1.0
98.68,1625921389.0,1.0
98.88,1625921389.0,1.0
99.05,1625921389.0,1.0
99.2,1625921389.0,1.0
99.33,1625921389.0,1.0
99.47,1625921389.0,1.0
99.57,1625921389.0,1.0
99.65,1625921389.0,1.0
99.73,1625921389.0,1.0
99.82,1625921389.0,1.0
99.9,1625921389.0,1.0
99.97,1625921389.0,1.0
100.02,1625921389.0,1.0
100.03,1625921389.0,1.0
100.03,1625921389.0,1.0
100.0,1625921389.0,1.0
99.95,1625921389.0,1.0
99.9,1625921389.0,1.0
99.85,1625921389.0,1.0
99.83,1625921389.0,1.0
99.83,1625921389.0,1.0
99.83,1625921389.0,1.0
99.85,1625921389.0,1.0
99.87,1625921389.0,1.0
99.92,1625921389.0,1.0
99.97,1625921389.0,1.0
100.02,1625921389.0,1.0
100.03,1625921389.0,1.0
100.07,1625921389.0,1.0
100.1,1625921389.0,1.0
100.17,1625921389.0,1.0
100.27,1625921389.0,1.0
100.25,1625921389.0,1.0
100.23,1625921389.0,1.0
100.22,1625921389.0,1.0
100.15,1625921389.0,1.0
100.0,1625921389.0,1.0
99.87,1625921389.0,1.0
99.7,1625921389.0,1.0
99.52,1625921389.0,1.0
99.33,1625921389.0,1.0
99.13,1625921389.0,1.0
98.93,1625921389.0,1.0
98.75,1625921389.0,1.0
98.52,1625921389.0,1.0
98.27,1625921389.0,1.0
98.0,1625921389.0,1.0
97.73,1625921389.0,1.0
97.5,1625921389.0,1.0
97.28,1625921389.0,1.0
97.1,1625921389.0,1.0
96.9,1625921389.0,1.0
96.73,1625921389.0,1.0
96.57,1625921389.0,1.0
96.4,1625921389.0,1.0
96.23,1625921389.0,1.0
96.07,1625921389.0,1.0
95.9,1625921389.0,1.0
95.75,1625921389.0,1.0
95.6,1625921389.0,1.0
95.43,1625921389.0,1.0
95.23,1625921389.0,1.0
95.02,1625921389.0,1.0
94.8,1625921389.0,1.0
94.58,1625921389.0,1.0
94.38,1625921389.0,1.0
94.2,1625921389.0,1.0
94.03,1625921389.0,1.0
93.88,1625921389.0,1.0
93.73,1625921389.0,1.0
93.62,1625921389.0,1.0
93.52,1625921389.0,1.0
93.42,1625921389.0,1.0
93.32,1625921389.0,1.0
93.22,1625921389.0,1.0
93.13,1625921389.0,1.0
93.03,1625921389.0,1.0
92.92,1625921389.0,1.0
92.78,1625921389.0,1.0
92.6,1625921389.0,1.0
92.4,1625921389.0,1.0
92.2,1625921389.0,1.0
91.97,1625921389.0,1.0
91.77,1625921389.0,1.0
91.5,1625921389.0,1.0
91.23,1625921389.0,1.0
91.0,1625921389.0,1.0
90.82,1625921389.0,1.0
90.67,1625921389.0,1.0
90.52,1625921389.0,1.0
90.37,1625921389.0,1.0
90.2,1625921389.0,1.0
90.17,1625921389.0,1.0
90.13,1625921389.0,1.0
90.08,1625921389.0,1.0
90.05,1625921389.0,1.0
90.08,1625921389.0,1.0
90.08,1625921389.0,1.0
90.1,1625921389.0,1.0
90.12,1625921389.0,1.0
90.13,1625921389.0,1.0
90.15,1625921389.0,1.0
90.18,1625921389.0,1.0
90.22,1625921389.0,1.0
90.28,1625921389.0,1.0
90.37,1625921389.0,1.0
90.45,1625921389.0,1.0
90.53,1625921389.0,1.0
90.6,1625921389.0,1.0
90.65,1625921389.0,1.0
90.68,1625921389.0,1.0
90.72,1625921389.0,1.0
90.73,1625921389.0,1.0
90.73,1625921389.0,1.0
90.73,1625921389.0,1.0
90.72,1625921389.0,1.0
90.7,1625921389.0,1.0
90.68,1625921389.0,1.0
90.63,1625921389.0,1.0
90.57,1625921389.0,1.0
90.52,1625921389.0,1.0
90.48,1625921389.0,1.0
90.43,1625921389.0,1.0
90.38,1625921389.0,1.0
90.32,1625921389.0,1.0
90.23,1625921389.0,1.0
90.15,1625921389.0,1.0
90.07,1625921389.0,1.0
89.97,1625921389.0,1.0
89.87,1625921389.0,1.0
89.73,1625921389.0,1.0
89.58,1625921389.0,1.0
89.47,1625921389.0,1.0
89.37,1625921389.0,1.0
89.28,1625921389.0,1.0
89.22,1625921389.0,1.0
89.15,1625921389.0,1.0
89.1,1625921389.0,1.0
89.07,1625921389.0,1.0
89.08,1625921389.0,1.0
89.07,1625921389.0,1.0
89.07,1625921389.0,1.0
89.08,1625921389.0,1.0
89.07,1625921389.0,1.0
89.07,1625921389.0,1.0
89.05,1625921389.0,1.0
89.02,1625921389.0,1.0
88.97,1625921389.0,1.0
88.9,1625921389.0,1.0
88.85,1625921389.0,1.0
88.75,1625921389.0,1.0
88.65,1625921389.0,1.0
88.55,1625921389.0,1.0
88.43,1625921389.0,1.0
88.32,1625921389.0,1.0
88.23,1625921389.0,1.0
88.08,1625921389.0,1.0
87.87,1625921389.0,1.0
87.65,1625921389.0,1.0
87.45,1625921389.0,1.0
87.25,1625921389.0,1.0
86.93,1625921389.0,1.0
86.6,1625921389.0,1.0
86.25,1625921389.0,1.0
85.9,1625921389.0,1.0
85.52,1625921389.0,1.0
85.13,1625921389.0,1.0
84.67,1625921389.0,1.0
84.2,1625921389.0,1.0
83.78,1625921389.0,1.0
83.4,1625921389.0,1.0
83.0,1625921389.0,1.0
82.6,1625921389.0,1.0
82.23,1625921389.0,1.0
81.82,1625921389.0,1.0
81.43,1625921389.0,1.0
80.98,1625921389.0,1.0
80.5,1625921389.0,1.0
80.02,1625921389.0,1.0
79.58,1625921389.0,1.0
79.1,1625921389.0,1.0
79.25,1625921389.0,1.0
79.47,1625921389.0,1.0
79.7,1625921389.0,1.0
79.93,1625921389.0,1.0
80.17,1625921389.0,1.0
80.38,1625921389.0,1.0
80.57,1625921389.0,1.0
80.73,1625921389.0,1.0
80.88,1625921389.0,1.0
81.08,1625921389.0,1.0
81.28,1625921389.0,1.0
81.45,1625921389.0,1.0
81.62,1625921389.0,1.0
81.78,1625921389.0,1.0
81.95,1625921389.0,1.0
82.12,1625921389.0,1.0
82.38,1625921389.0,1.0
82.65,1625921389.0,1.0
82.65,1625921389.0,1.0
82.68,1625921389.0,1.0
82.67,1625921389.0,1.0
82.65,1625921389.0,1.0
82.63,1625921389.0,1.0
82.63,1625921389.0,1.0
82.65,1625921389.0,1.0
82.67,1625921389.0,1.0
82.7,1625921389.0,1.0
82.73,1625921389.0,1.0
82.77,1625921389.0,1.0
82.85,1625921389.0,1.0
82.95,1625921389.0,1.0
83.07,1625921389.0,1.0
83.2,1625921389.0,1.0
83.37,1625921389.0,1.0
83.53,1625921389.0,1.0
83.78,1625921389.0,1.0
84.12,1625921389.0,1.0
84.45,1625921389.0,1.0
84.8,1625921389.0,1.0
85.15,1625921389.0,1.0
85.63,1625921389.0,1.0
86.15,1625921389.0,1.0
86.67,1625921389.0,1.0
87.2,1625921389.0,1.0
87.77,1625921389.0,1.0
88.35,1625921389.0,1.0
89.03,1625921389.0,1.0
89.73,1625921389.0,1.0
90.4,1625921389.0,1.0
91.03,1625921389.0,1.0
91.68,1625921389.0,1.0
92.33,1625921389.0,1.0
92.95,1625921389.0,1.0
93.6,1625921389.0,1.0
94.22,1625921389.0,1.0
94.87,1625921389.0,1.0
95.53,1625921389.0,1.0
96.2,1625921389.0,1.0
96.82,1625921389.0,1.0
97.47,1625921389.0,1.0
97.48,1625921389.0,1.0
97.45,1625921389.0,1.0
97.4,1625921389.0,1.0
97.37,1625921389.0,1.0
97.33,1625921389.0,1.0
97.32,1625921389.0,1.0
97.33,1625921389.0,1.0
97.37,1625921389.0,1.0
97.42,1625921389.0,1.0
97.42,1625921389.0,1.0
97.42,1625921389.0,1.0
97.43,1625921389.0,1.0
97.45,1625921389.0,1.0
97.48,1625921389.0,1.0
97.52,1625921389.0,1.0
97.57,1625921389.0,1.0
97.55,1625921389.0,1.0
