BVP,start_time_unix,sampling_rate
-0.0,1625921379.0,64.0
-0.0,1625921379.0,64.0
-0.0,1625921379.0,64.0
-0.0,1625921379.0,64.0
-0.0,1625921379.0,64.0
-0.0,1625921379.0,64.0
-0.0,1625921379.0,64.0
-0.0,1625921379.0,64.0
-0.0,1625921379.0,64.0
-0.0,1625921379.0,64.0
0.0,1625921379.0,64.0
0.01,1625921379.0,64.0
0.01,1625921379.0,64.0
-0.0,1625921379.0,64.0
-0.03,1625921379.0,64.0
-0.05,1625921379.0,64.0
-0.05,1625921379.0,64.0
0.0,1625921379.0,64.0
0.13,1625921379.0,64.0
0.36,1625921379.0,64.0
0.66,1625921379.0,64.0
1.01,1625921379.0,64.0
1.37,1625921379.0,64.0
1.72,1625921379.0,64.0
2.06,1625921379.0,64.0
2.4,1625921379.0,64.0
2.79,1625921379.0,64.0
3.24,1625921379.0,64.0
3.8,1625921379.0,64.0
4.42,1625921379.0,64.0
5.06,1625921379.0,64.0
5.66,1625921379.0,64.0
6.2,1625921379.0,64.0
6.68,1625921379.0,64.0
7.15,1625921379.0,64.0
7.68,1625921379.0,64.0
8.31,1625921379.0,64.0
9.14,1625921379.0,64.0
10.09,1625921379.0,64.0
11.04,1625921379.0,64.0
11.88,1625921379.0,64.0
12.56,1625921379.0,64.0
13.14,1625921379.0,64.0
13.76,1625921379.0,64.0
14.65,1625921379.0,64.0
15.96,1625921379.0,64.0
17.91,1625921379.0,64.0
20.32,1625921379.0,64.0
22.9,1625921379.0,64.0
25.38,1625921379.0,64.0
27.58,1625921379.0,64.0
29.57,1625921379.0,64.0
31.68,1625921379.0,64.0
34.32,1625921379.0,64.0
37.81,1625921379.0,64.0
42.54,1625921379.0,64.0
48.15,1625921379.0,64.0
54.1,1625921379.0,64.0
59.83,1625921379.0,64.0
64.97,1625921379.0,64.0
69.58,1625921379.0,64.0
74.14,1625921379.0,64.0
79.34,1625921379.0,64.0
85.71,1625921379.0,64.0
93.76,1625921379.0,64.0
103.0,1625921379.0,64.0
112.62,1625921379.0,64.0
121.73,1625921379.0,64.0
129.77,1625921379.0,64.0
136.75,1625921379.0,64.0
143.3,1625921379.0,64.0
150.75,1625921379.0,64.0
157.78,1625921379.0,64.0
166.65,1625921379.0,64.0
177.95,1625921379.0,64.0
191.79,1625921379.0,64.0
206.96,1625921379.0,64.0
220.55,1625921379.0,64.0
228.24,1625921379.0,64.0
225.38,1625921379.0,64.0
208.59,1625921379.0,64.0
176.95,1625921379.0,64.0
132.82,1625921379.0,64.0
80.02,1625921379.0,64.0
22.88,1625921379.0,64.0
-35.34,1625921379.0,64.0
-93.04,1625921379.0,64.0
-149.89,1625921379.0,64.0
-206.01,1625921379.0,64.0
-261.12,1625921379.0,64.0
-314.42,1625921379.0,64.0
-364.51,1625921379.0,64.0
-410.5,1625921379.0,64.0
-451.71,1625921379.0,64.0
-487.5,1625921379.0,64.0
-516.92,1625921379.0,64.0
-538.51,1625921379.0,64.0
-550.49,1625921379.0,64.0
-551.13,1625921379.0,64.0
-539.42,1625921379.0,64.0
-515.25,1625921379.0,64.0
-479.89,1625921379.0,64.0
-435.48,1625921379.0,64.0
-384.53,1625921379.0,64.0
-329.53,1625921379.0,64.0
-272.57,1625921379.0,64.0
-215.29,1625921379.0,64.0
-159.03,1625921379.0,64.0
-105.05,1625921379.0,64.0
-54.51,1625921379.0,64.0
-8.58,1625921379.0,64.0
31.84,1625921379.0,64.0
66.35,1625921379.0,64.0
95.07,1625921379.0,64.0
118.54,1625921379.0,64.0
137.43,1625921379.0,64.0
152.27,1625921379.0,64.0
163.25,1625921379.0,64.0
170.38,1625921379.0,64.0
173.63,1625921379.0,64.0
173.32,1625921379.0,64.0
170.16,1625921379.0,64.0
165.24,1625921379.0,64.0
159.64,1625921379.0,64.0
154.08,1625921379.0,64.0
148.6,1625921379.0,64.0
142.64,1625921379.0,64.0
135.37,1625921379.0,64.0
126.24,1625921379.0,64.0
115.38,1625921379.0,64.0
103.67,1625921379.0,64.0
92.43,1625921379.0,64.0
82.73,1625921379.0,64.0
74.99,1625921379.0,64.0
68.7,1625921379.0,64.0
62.8,1625921379.0,64.0
56.26,1625921379.0,64.0
48.52,1625921379.0,64.0
39.52,1625921379.0,64.0
29.33,1625921379.0,64.0
18.03,1625921379.0,64.0
6.13,1625921379.0,64.0
-4.73,1625921379.0,64.0
-11.53,1625921379.0,64.0
-10.6,1625921379.0,64.0
0.63,1625921379.0,64.0
21.86,1625921379.0,64.0
49.3,1625921379.0,64.0
76.63,1625921379.0,64.0
97.49,1625921379.0,64.0
107.9,1625921379.0,64.0
107.51,1625921379.0,64.0
98.93,1625921379.0,64.0
86.01,1625921379.0,64.0
72.07,1625921379.0,64.0
59.13,1625921379.0,64.0
48.23,1625921379.0,64.0
39.99,1625921379.0,64.0
