ACC_X,ACC_Y,ACC_Z,start_time_unix,sampling_rate
-17,-3,62,1625921379.0,32.000000
-17,-3,62,1625921379.0,32.000000
-16,-3,62,1625921379.0,32.000000
-15,-3,61,1625921379.0,32.000000
-16,-3,61,1625921379.0,32.000000
-16,-3,62,1625921379.0,32.000000
-16,-3,62,1625921379.0,32.000000
-8,-3,70,1625921379.0,32.000000
-13,6,62,1625921379.0,32.000000
-8,-11,70,1625921379.0,32.000000
-39,-34,58,1625921379.0,32.000000
-23,0,57,1625921379.0,32.000000
-20,-3,60,1625921379.0,32.000000
-18,3,60,1625921379.0,32.000000
-8,8,62,1625921379.0,32.000000
-16,7,63,1625921379.0,32.000000
-21,-8,69,1625921379.0,32.000000
-31,-8,58,1625921379.0,32.000000
-35,-25,47,1625921379.0,32.000000
-25,-17,67,1625921379.0,32.000000
-2,11,76,1625921379.0,32.000000
5,3,62,1625921379.0,32.000000
11,2,53,1625921379.0,32.000000
-1,5,57,1625921379.0,32.000000
-19,9,69,1625921379.0,32.000000
-23,10,62,1625921379.0,32.000000
-13,2,72,1625921379.0,32.000000
-5,-9,73,1625921379.0,32.000000
-5,2,62,1625921379.0,32.000000
-8,8,57,1625921379.0,32.000000
-9,12,69,1625921379.0,32.000000
-25,11,70,1625921379.0,32.000000
-13,-6,58,1625921379.0,32.000000
-16,-4,59,1625921379.0,32.000000
-1,-1,66,1625921379.0,32.000000
1,-2,65,1625921379.0,32.000000
-2,-2,64,1625921379.0,32.000000
-7,-2,65,1625921379.0,32.000000
0,-3,66,1625921379.0,32.000000
-3,-3,64,1625921379.0,32.000000
-7,-5,62,1625921379.0,32.000000
-5,-6,64,1625921379.0,32.000000
-6,-5,62,1625921379.0,32.000000
-3,-4,65,1625921379.0,32.000000
6,-3,63,1625921379.0,32.000000
-8,-8,65,1625921379.0,32.000000
-12,-15,68,1625921379.0,32.000000
16,10,74,1625921379.0,32.000000
4,-14,68,1625921379.0,32.000000
-11,-8,47,1625921379.0,32.000000
1,4,57,1625921379.0,32.000000
8,-3,56,1625921379.0,32.000000
13,4,65,1625921379.0,32.000000
10,-6,63,1625921379.0,32.000000
14,-11,53,1625921379.0,32.000000
11,2,66,1625921379.0,32.000000
15,4,69,1625921379.0,32.000000
11,-12,55,1625921379.0,32.000000
12,-4,60,1625921379.0,32.000000
11,3,63,1625921379.0,32.000000
14,-7,57,1625921379.0,32.000000
15,-7,68,1625921379.0,32.000000
16,-8,65,1625921379.0,32.000000
10,-10,59,1625921379.0,32.000000
7,-13,56,1625921379.0,32.000000
7,-6,62,1625921379.0,32.000000
11,-4,61,1625921379.0,32.000000
12,3,64,1625921379.0,32.000000
6,-4,66,1625921379.0,32.000000
5,-5,63,1625921379.0,32.000000
3,0,63,1625921379.0,32.000000
3,-1,60,1625921379.0,32.000000
12,-25,65,1625921379.0,32.000000
9,-19,69,1625921379.0,32.000000
15,-2,62,1625921379.0,32.000000
