BVP,start_time_unix,sampling_rate
-0.0,1628539718.0,64.0
-0.0,1628539718.0,64.0
-0.0,1628539718.0,64.0
-0.0,1628539718.0,64.0
-0.0,1628539718.0,64.0
-0.0,1628539718.0,64.0
-0.0,1628539718.0,64.0
-0.0,1628539718.0,64.0
-0.0,1628539718.0,64.0
-0.01,1628539718.0,64.0
-0.0,1628539718.0,64.0
0.0,1628539718.0,64.0
0.01,1628539718.0,64.0
0.01,1628539718.0,64.0
-0.0,1628539718.0,64.0
-0.03,1628539718.0,64.0
-0.05,1628539718.0,64.0
-0.05,1628539718.0,64.0
-0.0,1628539718.0,64.0
0.13,1628539718.0,64.0
0.36,1628539718.0,64.0
0.66,1628539718.0,64.0
1.01,1628539718.0,64.0
1.37,1628539718.0,64.0
1.72,1628539718.0,64.0
2.06,1628539718.0,64.0
2.4,1628539718.0,64.0
2.77,1628539718.0,64.0
3.24,1628539718.0,64.0
3.8,1628539718.0,64.0
4.42,1628539718.0,64.0
5.06,1628539718.0,64.0
5.66,1628539718.0,64.0
6.2,1628539718.0,64.0
6.68,1628539718.0,64.0
7.15,1628539718.0,64.0
7.64,1628539718.0,64.0
8.31,1628539718.0,64.0
9.14,1628539718.0,64.0
10.09,1628539718.0,64.0
11.04,1628539718.0,64.0
11.88,1628539718.0,64.0
12.56,1628539718.0,64.0
13.14,1628539718.0,64.0
13.76,1628539718.0,64.0
14.58,1628539718.0,64.0
15.96,1628539718.0,64.0
17.91,1628539718.0,64.0
20.32,1628539718.0,64.0
22.9,1628539718.0,64.0
25.38,1628539718.0,64.0
27.58,1628539718.0,64.0
29.57,1628539718.0,64.0
31.68,1628539718.0,64.0
34.2,1628539718.0,64.0
37.81,1628539718.0,64.0
42.54,1628539718.0,64.0
48.15,1628539718.0,64.0
54.1,1628539718.0,64.0
59.83,1628539718.0,64.0
64.97,1628539718.0,64.0
69.58,1628539718.0,64.0
74.14,1628539718.0,64.0
79.19,1628539718.0,64.0
85.71,1628539718.0,64.0
93.76,1628539718.0,64.0
103.0,1628539718.0,64.0
112.62,1628539718.0,64.0
121.73,1628539718.0,64.0
129.77,1628539718.0,64.0
136.75,1628539718.0,64.0
144.29,1628539718.0,64.0
150.58,1628539718.0,64.0
157.77,1628539718.0,64.0
166.64,1628539718.0,64.0
177.95,1628539718.0,64.0
191.79,1628539718.0,64.0
206.97,1628539718.0,64.0
220.57,1628539718.0,64.0
228.25,1628539718.0,64.0
225.36,1628539718.0,64.0
208.37,1628539718.0,64.0
176.87,1628539718.0,64.0
132.76,1628539718.0,64.0
80.05,1628539718.0,64.0
23.07,1628539718.0,64.0
-34.94,1628539718.0,64.0
-92.44,1628539718.0,64.0
-149.16,1628539718.0,64.0
-205.23,1628539718.0,64.0
-260.49,1628539718.0,64.0
-313.74,1628539718.0,64.0
-363.87,1628539718.0,64.0
-409.83,1628539718.0,64.0
-450.91,1628539718.0,64.0
-486.5,1628539718.0,64.0
-515.74,1628539718.0,64.0
-537.23,1628539718.0,64.0
-549.22,1628539718.0,64.0
-550.04,1628539718.0,64.0
-538.37,1628539718.0,64.0
-514.2,1628539718.0,64.0
-478.67,1628539718.0,64.0
-433.88,1628539718.0,64.0
-382.45,1628539718.0,64.0
-327.02,1628539718.0,64.0
-269.84,1628539718.0,64.0
-212.63,1628539718.0,64.0
-156.7,1628539718.0,64.0
-102.95,1628539718.0,64.0
-52.37,1628539718.0,64.0
-5.9,1628539718.0,64.0
35.58,1628539718.0,64.0
71.43,1628539718.0,64.0
101.35,1628539718.0,64.0
125.5,1628539718.0,64.0
144.38,1628539718.0,64.0
158.68,1628539718.0,64.0
169.15,1628539718.0,64.0
176.37,1628539718.0,64.0
180.75,1628539718.0,64.0
182.57,1628539718.0,64.0
182.07,1628539718.0,64.0
179.51,1628539718.0,64.0
175.23,1628539718.0,64.0
169.65,1628539718.0,64.0
163.18,1628539718.0,64.0
156.15,1628539718.0,64.0
148.81,1628539718.0,64.0
141.3,1628539718.0,64.0
133.69,1628539718.0,64.0
126.02,1628539718.0,64.0
118.33,1628539718.0,64.0
110.69,1628539718.0,64.0
103.16,1628539718.0,64.0
95.8,1628539718.0,64.0
88.68,1628539718.0,64.0
81.83,1628539718.0,64.0
75.25,1628539718.0,64.0
68.95,1628539718.0,64.0
62.95,1628539718.0,64.0
57.25,1628539718.0,64.0
51.86,1628539718.0,64.0
46.78,1628539718.0,64.0
42.03,1628539718.0,64.0
37.59,1628539718.0,64.0
33.45,1628539718.0,64.0
29.61,1628539718.0,64.0
26.07,1628539718.0,64.0
22.81,1628539718.0,64.0
19.82,1628539718.0,64.0
17.11,1628539718.0,64.0
14.67,1628539718.0,64.0
12.48,1628539718.0,64.0
10.54,1628539718.0,64.0
8.83,1628539718.0,64.0
7.35,1628539718.0,64.0
6.07,1628539718.0,64.0
4.97,1628539718.0,64.0
4.05,1628539718.0,64.0
3.27,1628539718.0,64.0
2.62,1628539718.0,64.0
2.09,1628539718.0,64.0
1.65,1628539718.0,64.0
1.3,1628539718.0,64.0
1.01,1628539718.0,64.0
0.79,1628539718.0,64.0
0.61,1628539718.0,64.0
0.48,1628539718.0,64.0
0.37,1628539718.0,64.0
0.29,1628539718.0,64.0
0.24,1628539718.0,64.0
0.2,1628539718.0,64.0
0.18,1628539718.0,64.0
0.17,1628539718.0,64.0
0.18,1628539718.0,64.0
0.19,1628539718.0,64.0
0.21,1628539718.0,64.0
0.24,1628539718.0,64.0
0.27,1628539718.0,64.0
0.31,1628539718.0,64.0
0.35,1628539718.0,64.0
0.39,1628539718.0,64.0
0.44,1628539718.0,64.0
0.48,1628539718.0,64.0
0.53,1628539718.0,64.0
0.57,1628539718.0,64.0
0.63,1628539718.0,64.0
0.69,1628539718.0,64.0
0.77,1628539718.0,64.0
0.85,1628539718.0,64.0
0.91,1628539718.0,64.0
0.95,1628539718.0,64.0
0.95,1628539718.0,64.0
0.94,1628539718.0,64.0
0.93,1628539718.0,64.0
0.95,1628539718.0,64.0
1.03,1628539718.0,64.0
1.16,1628539718.0,64.0
1.34,1628539718.0,64.0
1.52,1628539718.0,64.0
1.7,1628539718.0,64.0
1.84,1628539718.0,64.0
1.97,1628539718.0,64.0
2.12,1628539718.0,64.0
2.33,1628539718.0,64.0
2.62,1628539718.0,64.0
3.0,1628539718.0,64.0
3.42,1628539718.0,64.0
3.85,1628539718.0,64.0
4.22,1628539718.0,64.0
4.51,1628539718.0,64.0
4.76,1628539718.0,64.0
5.03,1628539718.0,64.0
5.42,1628539718.0,64.0
6.0,1628539718.0,64.0
6.76,1628539718.0,64.0
7.61,1628539718.0,64.0
8.4,1628539718.0,64.0
9.0,1628539718.0,64.0
9.34,1628539718.0,64.0
9.51,1628539718.0,64.0
9.68,1628539718.0,64.0
10.11,1628539718.0,64.0
10.93,1628539718.0,64.0
12.15,1628539718.0,64.0
13.56,1628539718.0,64.0
14.82,1628539718.0,64.0
15.6,1628539718.0,64.0
15.72,1628539718.0,64.0
15.23,1628539718.0,64.0
14.4,1628539718.0,64.0
13.56,1628539718.0,64.0
12.89,1628539718.0,64.0
12.29,1628539718.0,64.0
11.29,1628539718.0,64.0
9.32,1628539718.0,64.0
5.83,1628539718.0,64.0
0.7,1628539718.0,64.0
-5.81,1628539718.0,64.0
-12.91,1628539718.0,64.0
-19.75,1628539718.0,64.0
-25.66,1628539718.0,64.0
-30.4,1628539718.0,64.0
-34.2,1628539718.0,64.0
-37.53,1628539718.0,64.0
-40.88,1628539718.0,64.0
-44.64,1628539718.0,64.0
-49.01,1628539718.0,64.0
-54.0,1628539718.0,64.0
-59.2,1628539718.0,64.0
-63.63,1628539718.0,64.0
-65.6,1628539718.0,64.0
-63.26,1628539718.0,64.0
-55.31,1628539718.0,64.0
-41.9,1628539718.0,64.0
-24.93,1628539718.0,64.0
-7.57,1628539718.0,64.0
6.9,1628539718.0,64.0
16.43,1628539718.0,64.0
20.81,1628539718.0,64.0
21.46,1628539718.0,64.0
20.38,1628539718.0,64.0
19.08,1628539718.0,64.0
18.07,1628539718.0,64.0
17.0,1628539718.0,64.0
15.37,1628539718.0,64.0
13.2,1628539718.0,64.0
11.14,1628539718.0,64.0
10.07,1628539718.0,64.0
10.53,1628539718.0,64.0
12.38,1628539718.0,64.0
14.89,1628539718.0,64.0
17.04,1628539718.0,64.0
18.06,1628539718.0,64.0
17.78,1628539718.0,64.0
16.59,1628539718.0,64.0
15.16,1628539718.0,64.0
14.11,1628539718.0,64.0
13.68,1628539718.0,64.0
13.73,1628539718.0,64.0
13.77,1628539718.0,64.0
13.32,1628539718.0,64.0
12.07,1628539718.0,64.0
10.09,1628539718.0,64.0
7.76,1628539718.0,64.0
5.61,1628539718.0,64.0
4.11,1628539718.0,64.0
3.43,1628539718.0,64.0
3.5,1628539718.0,64.0
3.97,1628539718.0,64.0
4.44,1628539718.0,64.0
4.6,1628539718.0,64.0
4.4,1628539718.0,64.0
3.97,1628539718.0,64.0
3.52,1628539718.0,64.0
3.24,1628539718.0,64.0
3.14,1628539718.0,64.0
3.1,1628539718.0,64.0
2.92,1628539718.0,64.0
2.43,1628539718.0,64.0
1.55,1628539718.0,64.0
0.3,1628539718.0,64.0
-1.19,1628539718.0,64.0
-2.73,1628539718.0,64.0
-4.16,1628539718.0,64.0
-5.38,1628539718.0,64.0
-6.4,1628539718.0,64.0
-7.29,1628539718.0,64.0
-8.12,1628539718.0,64.0
-8.95,1628539718.0,64.0
-9.82,1628539718.0,64.0
-10.77,1628539718.0,64.0
-11.86,1628539718.0,64.0
-13.18,1628539718.0,64.0
-14.79,1628539718.0,64.0
-16.67,1628539718.0,64.0
-18.62,1628539718.0,64.0
-20.32,1628539718.0,64.0
-21.37,1628539718.0,64.0
-21.44,1628539718.0,64.0
-20.41,1628539718.0,64.0
-18.36,1628539718.0,64.0
-15.55,1628539718.0,64.0
-12.27,1628539718.0,64.0
-8.76,1628539718.0,64.0
-5.15,1628539718.0,64.0
-1.5,1628539718.0,64.0
2.15,1628539718.0,64.0
5.68,1628539718.0,64.0
8.88,1628539718.0,64.0
11.55,1628539718.0,64.0
13.54,1628539718.0,64.0
14.81,1628539718.0,64.0
15.5,1628539718.0,64.0
15.8,1628539718.0,64.0
15.96,1628539718.0,64.0
16.13,1628539718.0,64.0
16.39,1628539718.0,64.0
16.71,1628539718.0,64.0
16.96,1628539718.0,64.0
17.05,1628539718.0,64.0
16.87,1628539718.0,64.0
16.46,1628539718.0,64.0
15.9,1628539718.0,64.0
15.34,1628539718.0,64.0
14.88,1628539718.0,64.0
14.54,1628539718.0,64.0
14.23,1628539718.0,64.0
13.85,1628539718.0,64.0
13.3,1628539718.0,64.0
12.54,1628539718.0,64.0
11.59,1628539718.0,64.0
10.51,1628539718.0,64.0
9.32,1628539718.0,64.0
8.01,1628539718.0,64.0
6.58,1628539718.0,64.0
5.04,1628539718.0,64.0
3.43,1628539718.0,64.0
1.81,1628539718.0,64.0
0.22,1628539718.0,64.0
-1.3,1628539718.0,64.0
-2.77,1628539718.0,64.0
-4.24,1628539718.0,64.0
